numb,tweet,label
92,"Merry Christmas to me. Car is completely done. Of course it happens to me. 
568,945363902589820929,945363902589820929,2017-12-25,damron_justin,""So I see all these people  OR  on Christmas and Iβ€™m here like, I DIDNT GET SHIXT from my parents but life could definitely be worse atleast I have my supporters and my friends and my family! Iβ€™m still blessed
569,945360428212699136,945360428212699136,2017-12-25,hannahchan2010,""This is the 15th  I've spent without my mom, yet the pain feels fresh. I have never been this  on Christmas in all 15 years without her. Then again, this is my first Christmas as a married woman so maybe that's why.",1
93,i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,0
94,"Its a comforting experience to pull off a major freeway and there not be one person as far as the eye can see.  ,  ",0
95,It is no wonder so many of us feel so shitty so often with various types of  &  because from a certain perspective we are all walking tragedies!  Apparently the source of all creation resides within us & we just don’t notice it!  LMAO!!!  !,1
96,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",0
97,I could prolly ball my eyes out right now...  ,1
98,surrounded by winter and constantly aware of it (,1
99,My friend…knows how to make me feel happy…he's so kind…,0
100,I can’t Take it ????    pic.twitter.com/vXqNH9NjH6,1
101,"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0
102,So much for riding September October. Minimum November so let's just say done for the year??,0
103,"Too ill and broke to go out tonight, so gunner sit in order fish and chips and watch it on the telly! ???³???­ ",1
104,"I lost interest in everything, all the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.",1
105,Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,1
106,"Don't die in silence, Talk to someone today about those issues bothering you .... kills faster than AIDS",1
107,Mockingbird started playing a random shake it off playlist. #TweetBot,0
108,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,0
109,@joannemarie2000 hopefully you are always #smiling TY #appreciate ya,0
110,"Home … Grab a cheer for and check out our sweet early bird deals. Have a safe, free day",0
111,never had a dull moment with u guys 💕,0
112,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1
113,"In recovery, we may struggle to release some beliefs that were true in an episode of  or , but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of  is challenging these thoughts & gently nudging ourselves on.",1
114,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1
115,Wanted a sweater but promised I wouldn't buy one for the rest of this month ,0
116,Even 'Pandar Molom' Is More Successful Than Me...,0
117,Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,0
118,'my goal is to fall in love with everything that i am.' - goals for 2018. might take every ounce of strength i have but i'm up for the challenge. ,1
119,"I get too attached. I trust without hesitation. It always blows up in my face and each time it takes a piece of me, making me care less and less about life.",1
120, damn blizzard in rankin making me wait longer to see my babe ???©,0
121,di happy sa life pero may wattpad to fulfill the happiness HAHAHA,0
122,#31DaysOfJoy Laughter brings me so much joy! It's good for the ❤️. #laughter #laughterishealing #laughterisgoodforthesoul,0
123,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
124,Travelling state of mind.     pic.twitter.com/3xKR0fgmET,0
125,@Bombardier Joyeux anniversaire / Happy birthday Bombardier Inc. :),0
126,Guys!!! I’m  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,1
127,"I have never experienced more of an emotional rollercoaster like I did with my  and  than I did yesterday. Not since I was at least 19. The guilt I feel today for how I treated my child is immense. These disorders are no joke. I'm sorry and I love you, Bug.",1
128,"I reaaaallly don't want to go to work tomorrow,  five days off isn't enough, but come Wednesday four more. Can't wait. Love it!",0
129,And so she drinks to numb the pain away because it's easier this way. This way she has control.  ,0
130,In need of an ephemeral relief to   ,1
131,"EAHelp: mcmalveiro Hi Miguel, that's awesome! Thank you very much for updating us! 😄 -Claire",0
132,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,0
133,I'm BEYOND entertained 😂 and in this case it's a sad thing to witness 😂😂 watch and loving the dms 😘 #flattered #cantdoitlikeme #poorthing 😋,0
134,The point of maximum danger is the point of minimum fear.,0
135,Can't believe I had 4 days off work and I'm back in tomorrow  ????????,0
136,Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute,0
137,Make her burst into laughter bcs of you.,0
138,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1
139,I've literally been in the bed all day. ,1
140,@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,0
141,It's a record! 5 minutes in to 2019 and I'm having a mEnTaL bReak DoWn! I literally fucking feel alone right now....,1
142,"I'm so tired, not just physically but mentally to,  the smallest things seem so hard to do right now, i cant even fold my clean clothes without wanting to break down. ",1
143," Working on Pill for ... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!",0
144,"Seriously, why do people punish children for 'sass'? Wit should be rewarded, not discouraged!",0
145,"I'm running out of time
I can feel the words crawling down my spine
I'm running out of time",1
146,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",1
147,"2018 was honestly the worst year of my life, while I believe I ended it on a high note it was a huge mental test for me and there were some times where I felt empty and hopeless but good things have happened too, I'm really hoping 2019 is a good one and I'm really going to try.",1
148,"If  is genetic, Ive been slugging it out with the Black Dog for 17,167 days... and still .",1
149,I wish I didn't feel like I bothered you all of the time.. ,1
150,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,0
151,Hey Andy Van Dyke Thanks for the recent follow! Happy to connect :) Look forward to your next interesting posts.,0
152,Enjoying #StarGateSG1 on @WatchComet.! 👍🏼😊📺\n#Stargate #SG1 #Watchcomet #Comettv #syfy #scifi #sciencefiction #tv #freetv #antenna #enjoyment,0
153,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 💖",0
154," and hell are exactly alike, except sometimes you get brief respites in hell.",0
155,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1
156,I get to spend New Year's home again alone and lonely. ???• ,1
157,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",1
158, is real. Holidays taking a toll.,1
159,I lost interest in everything I dreamed of doing and I'm too scared to do the few things I know I want. I guess I'm just here.,1
160,Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427,0
161,So good to see @richie_porte smiling and feeling positive from his hospital bed on #sbstdf tonight. Get well soon!!,0
162,108  ??????????????????????????????????????????????????????   ???????????? ????????????.......????????????   ??????????????????? ????????????????????   ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????  pic.twitter.com/v7HSPlUyft,0
163,@PrisonPlanet @DonaldJTrumpJr I read they pissed in Trump's bed 😀,0
164,Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost,0
165,"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?© ",0
166,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  ",1
167,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,1
168,"The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.    ",0
169,Biggest regret till now -  Ageing beyond teens!  ,1
170,Then daddy wanna call talking bout wake up and shake that ass 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,0
171,The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,0
172,So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1
173,If my own mother had used the profane term  or  in our home we would have sued her then removed her from our home.,0
174,So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1
175,Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...,0
176,"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   ",1
177,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere 50 cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. It’s not bad they say ???????????.   pic.twitter.com/0QJRWUgAPH – at McGough Nature Park",1
178,When the male elves on lord of the rings have better hair than you... ,0
179,i miss being 13 because now im 17 and,1
180,"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  ",0
181,"""I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.""",1
182,Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace! ,1
183,Tired of holding it all together over the holidays. Iβ€™m ready to just fall apart now.  Heading to therapy now. A safe place do do just that.   ,1
184,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,0
185,Really feel like shouting and throw things. I'm just so vexed.  ,1
186,"i've lost so much interest in so many things recently. i feel like i wasted so much time getting depressed over two boys who don't even know i exist. i love them always & they make me happy, but my own life has so much seriousness rn that what they're doing isn't my priority.",1
187,All a Nigga wanna do now send time with his girl . . is that so much to ask ?? Asf,0
188,Oh sorry I'm on your bestfriends list?   ,0
189,"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",1
190,Feels like no one wants to talk to me   ,1
191,What do you call a camel with no humps?  Humphrey! #joke  #writerslife #HAHAHA #WednesdayWisdom,0
192,"""@bandobssessedm: I deserve every single one of them.    pic.twitter.com/KQKxsY3KZX""",0
193,Finished gossip girl. Feeling   & ,0
194,@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,0
195,beautiful day Lord has made let us rejoice &amp; be glad in it &amp; rejoice Hillary NOT president! God bless POTUS &amp; United States of America🇺🇸👍,0
196,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0
197,I was not included in that tweet... ,0
198,Loading my pipe and smoking this depression away,1
199,Doing my daily devotionals brings  me such 🙌🏽 joy to my life. Its truly #amazing to study his words. #amen #godisgood #dailydevotionals,0
200,I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1
201,"Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda!  ",1
202,I really hate movies about relationships. ,0
203,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,0
204,"Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon   ",1
205,Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,0
206,Still haven't get a chance to watch Sing. :< .,0
207,Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,1
208,On the way to Harris teeter I see white ducks on the way back I see dead ducks and white feathers everywhere,0
209,"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0
210,I feel like I'm annoying like Always…,1
211,I was unaware this is how this was gonna be  ,1
212,"#AI #revolation, soon is possible!\n #fearless  #good #goodness",0
213,"@AvrilLavigne Mom A. i saw ur insta, why? ur picture black in white, but☝ it's nice ur smile :) winner💕💕🌸🌸🌸",0
214,@bbcbristolsport so proud of City...2 Bristol boys scoring and a great performance...where's the cider  #OTIB,0
215,"@HillF1 @SilverstoneUK I'm coming on Saturday for Qually and the race on Sunday, can't wait 😊 #excitement #needalewiscap",0
216,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters,0
217,"May the new year abound in H’s: Health, Hope, Healing, Happiness And H-coils!     ",0
218,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  ,1
219,In the bath swimming about like a dolphin and there's not hot water left fml  ,0
220,"I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago, I feel stupid, ",0
221,The only thing a selfie sunday reminds me of is that tomorrow is monday ,0
222,@matthewpouliot Wow-he had sooo much talent. #glad he is still playing,0
223,Another lonely New Years Eve with nobody to talk to. La historia de mi vida. God knows i need somebody! ,1
224,My  is like a slow moving snow storm.  It starts coming on and at first itβ€™s not so bad but then it keeps coming and coming and before you know it your buried in it.  And much like dirty slush you get to deal with all the ugliness of depression,1
225,"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",0
226,Saturday nigjt watching this is england 90,0
227,One of my best friends got engaged ????  ,0
228,I for one will be glad to see the back of 2017. It feels like  has robbed me of yet another year. Iβ€™m ready for 2018. Onwards and upwards my friends.,1
229,"This morning, watched a hummingbird, two cardinals, a bunch of finches, a large bunny, and a baby bunny all feasting in the backyard. #happy",0
230,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1
231,"I love a bright life apart from any darkness and toxicity. Plenty of light and colours, smiles and good feelings, a healthy life..🍃🍂",0
232,trying to get over that i worked boxing night and am working tonight.. oh and im starting to get the flu.. ,0
233,"The truth is I don't know what to do with my life anymore. I'm such a fucking uninspired mess right now. I don't know what I want to do. I've lost interest in everything, even the things I used to love doing.",1
234,When you are able to treat your queen the things that she wants. Such a pleasing feeling,0
235,"I have completely lost interest in so many things recently, including wearing makeup which I used to love doing. Now I cant even sit in front of the mirror applying mascara without feeling upset",1
236,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z",0
237,I’ve done enough today time 2 he,0
238,My love for black people does not mean I resent white people.,0
239,This time last year I was getting ready to jet off to Abu Dhabi ????,0
240,"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",1
241,No one chooses . Its an illness not a choice.,0
242,My Worse Fear About This Whole Thing Has Cane True.???” ,1
243,"@SAVAGEKERMlT don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",0
244,Have you withdrawn from those in your camp or others around you? You could be in a depressed state of mind.,0
245,I've just ate 5 bags of sweets. WHAT IS LIFE,1
246,"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.",0
247,@Kazalex_ Happy birthday hope you have and amazing day!,0
248,"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.  ",1
249,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",1
250,Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?🔥💦👅👅👅,0
251,Share your #smile today!,0
252,A beautiful day starts with you being cheerful and letting the #joy of the #Lord spring out of you &lt;3\n\nNelly Cruz,0
253,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1
254,I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??”«  ,1
255,When i just keep hating my life due the others that put an extreme pressure on me...    ,1
256,@Kawells00 So bright that kill my heart😂,0
257,Thank God for grace ,0
258,No haircut today ???«    Work in a bit  smh,1
259,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 😀,0
260,"actually - EACH. AND. EVERY. GODDAMN. SONG. on the album is the strongest, sadest, and most beautiful song ever. <3  ",0
261,Forgot my cheese cake at work ,1
262,I am so  that I am  today,1
263,"Being back in my hometown, such little time I get for myself to be  as I truely am. Feel so choked by pretending I'm okay.",1
264,"I can't get the images of  out of my mind. Everywhere was busy. It's not like there's no money around,  more like there's no will to change the status quo. ",0
265,It's never too late to give up on your dreams ??,0
266,@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,0
267,I wish I was successful with women ????   ,1
268,hate tan lines but refuse to tan at a salon anymore. 🙄 ,0
269," jump, but remain on track for their worst December since the",1
270,"@bolarotibi @jamesatye @jacksonhull @danielmarion We're done! Interesting, informative and exhilarating 😄 #CollabAndComm",0
271,Why does the president of the US tweet like Regina George? ,0
272,i don’t even wanna move from my bed.. ,1
273, and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old!,0
274,Joker's job is to make public smile &amp; not spread hatred by d way. @Ra_Bies,0
275,"i feel strained & stressed & fatigued by keeping up appearances. iβ€™m trying to find genuine happiness within myself. like really learn about myself, but still too easily tempted to become self destructive. iβ€™m trying to fix things & move forward. & slow to make this progress.",1
276,136  ???????????????2?????????????????????????????....  ?????????????????????????????  ????????????????????????????????????  ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????   ???????????????.......  pic.twitter.com/4zVyJpDKc3,0
277,"""AUTISM AND DEPRESSION""  ... I hate it when I get the feels... If you suffer from autism, you'll probably get this image...     pic.twitter.com/rz3zmMaK9a",1
278,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. ",1
279,@JaapUnited Sule is going to be a terrific player. Wouldn't be surprised to see him get some game time this year.,0
280,@RazdanNidhi Improve on the makeup dear to avoid reduction in viewership... ,0
281,Today in Selfcare: beauty &amp; laughs Kung Fu Panda 3 #Wellness #joy #laughter #selfcare #therapist #philadelphia,0
282,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP,0
283,just tryna talk to somone and they got to be confused about it huhhhhhhhh life it boring as hell ,0
284,You ever been so  depressed you can’t even get it up?,1
285,Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1
286,I am at that point where I lost interest in doing the things I love,1
287,"Feeling lost, , or having thoughts of ? Help is available. Call us 24/7 at (800) 273-TALK (8255). ",0
288,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong.",0
289,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,0
290,"happy birthday girly, hope you have an amazing day :) @kkarlidawson",0
291,Premier League starts today???? it will definitely keep my mind off things.,0
292,better care about yourself than about others because others wont care about you #lonely #sad #depressed,1
293,So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,0
294,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,0
295,what a long ass weekend!!!   ,0
296,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,0
297,"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",1
298,"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV",0
299,Talking about my sexuality like its a wildfire. ,1
300,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1
301,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",0
302,@khizthigh Lol idk really :S khair good luck,0
303,Some thoughts on  about a month into my latest episode ????  pic.twitter.com/P6I7bMMBFc,0
304,@dngokingyok They are my hetero guilty pleasure 😂,0
305,why am i so ?â€¦.oh thatâ€™s right Iâ€™m writing .,0
306,No.  Poverty is without any hope of money or things that require money.  pic.twitter.com/rldrBbhpv0,0
307,'s . Someone destroyed her . Who could have done such an awful thing? pic.twitter.com/L5ubpQp3QK,0
308,I need a concert in my life ???”   ,0
309,"once again, good afternoon to the uk charts only the us charts could take some notes from us 😊",0
310,"I will always be honest with you, because I want to help you, and that takes your honesty.

Today is the worst Iβ€™ve felt in a while. 

I feel numb, drained. I have little to no energy and I have barley moved off the sofa. I feel crippled. 

If you need a chat. We are a DM away.x",1
311,"I have , but feel . ",1
312,Chris Lynn just beat my ATAR,0
313,"People: ""Just exercise, you'll feel better."" Full depressed me: ""k"" *bikes 20 miles* *showers* *curls into a ball and weeps* ",1
314,@morninggloria You always look more #adorable 😉 after trip to Canada.,0
315,I'm gonna die because of my fucking finals,0
316,I can't believe a burrito was left on this sink and nobody though to trash it,0
