,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
49,1079686275106590721,1079686275106590721,1546252242000,2018-12-31,12:30:42,?aeianei? ?na GTB,82079925,ravielaam,𝓡 avie 🍭🍡🍨,,Kanang ikaw lang isa anak ba. Imo tanan sugo. Hoho #Depressed 😂,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/RavieLaam/status/1079686275106590721,False,,0,,,,,,,"[{'user_id': '82079925', 'username': 'RavieLaam'}]",,,,,Kanang ikaw lang isa anak ba. Imo tanan sugo. Hoho  😂
54,1079636458191900674,1079636458191900674,1546240364000,2018-12-31,09:12:44,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"Another year almost done.
Another year of failure.
Another year closer to death.
#depression #depressed #depressedthoughts",[],[],[],0,1,4,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079636458191900674,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,,"Another year almost done.
Another year of failure.
Another year closer to death.
  "
55,1079620937182576640,1079620937182576640,1546236664000,2018-12-31,08:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"Dysthymia is a state of chronic #depressed mood, the symptoms of which do not meet the severity of a major #depressiveepisode.",[],[],[],0,0,0,"['#depressed', '#depressiveepisode']",[],https://twitter.com/LowerDepression/status/1079620937182576640,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major ."
63,1079602243123372032,1079602243123372032,1546232207000,2018-12-31,06:56:47,?aeianei? ?na GTB,986693630319460353,fwd_1011,Patricia,,"Entering another year without a real new years eve kiss 
Soooo #depressed  pic.twitter.com/96QHs5LI3V",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Fwd_1011/status/1079602243123372032,False,,1,,,,,,,"[{'user_id': '986693630319460353', 'username': 'Fwd_1011'}]",,,,,"Entering another year without a real new years eve kiss 
Soooo   pic.twitter.com/96QHs5LI3V"
64,1079598340646551552,1079598340646551552,1546231277000,2018-12-31,06:41:17,?aeianei? ?na GTB,1055661123079413760,bubblegumteal,Bubblegum Teal,,Can I just sleep forever and just be famous for constantly being asleep lol #Iwanttodie #sleep #depressed,[],[],[],0,0,1,"['#iwanttodie', '#sleep', '#depressed']",[],https://twitter.com/BubblegumTeal/status/1079598340646551552,False,,0,,,,,,,"[{'user_id': '1055661123079413760', 'username': 'BubblegumTeal'}]",,,,,Can I just sleep forever and just be famous for constantly being asleep lol   
66,1079594647251488768,1079594647251488768,1546230396000,2018-12-31,06:26:36,?aeianei? ?na GTB,465101493,muirz10,Zach Muir,,So much respect lost for Mariota. Just not a competitor. I want a new QB. Also Luck is officially our Daddy. #depressed 😢,[],[],[],0,0,5,['#depressed'],[],https://twitter.com/muirz10/status/1079594647251488768,False,,0,,,,,,,"[{'user_id': '465101493', 'username': 'muirz10'}]",,,,,So much respect lost for Mariota. Just not a competitor. I want a new QB. Also Luck is officially our Daddy.  😢
68,1079590757395296256,1079590757395296256,1546229469000,2018-12-31,06:11:09,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,A #MajorDepressiveDisorder (#MDD) happens when a person has at least two weeks of #depressed mood.,[],[],[],0,0,1,"['#majordepressivedisorder', '#mdd', '#depressed']",[],https://twitter.com/LowerDepression/status/1079590757395296256,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,A  () happens when a person has at least two weeks of  mood.
85,1079537657393369089,1079537657393369089,1546216809000,2018-12-31,02:40:09,?aeianei? ?na GTB,976677167873576961,bruncherella1,Bruncherella,,"Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly #depression #ihate #depressed",[],[],[],0,0,0,"['#depression', '#ihate', '#depressed']",[],https://twitter.com/Bruncherella1/status/1079537657393369089,False,,0,,,,,,,"[{'user_id': '976677167873576961', 'username': 'Bruncherella1'}]",,,,,"Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly   "
86,1079534578266767360,1079534578266767360,1546216074000,2018-12-31,02:27:54,?aeianei? ?na GTB,1001505083279007746,machellylopez,Michelle Lopez,,I don’t think I’ve ever seen a #depression commercial while #depressed. Wow.,[],[],[],0,0,0,"['#depression', '#depressed']",[],https://twitter.com/machellylopez/status/1079534578266767360,False,,0,,,,,,,"[{'user_id': '1001505083279007746', 'username': 'machellylopez'}]",,,,,I don’t think I’ve ever seen a  commercial while . Wow.
87,1079533319774187520,1079533319774187520,1546215774000,2018-12-31,02:22:54,?aeianei? ?na GTB,834163938,marysarah1998,Sarahtonin 🙃,,Why can’t I just be happy? #depressed,[],[],[],0,0,2,['#depressed'],[],https://twitter.com/marysarah1998/status/1079533319774187520,False,,0,,,,,,,"[{'user_id': '834163938', 'username': 'marysarah1998'}]",,,,,Why can’t I just be happy? 
88,1079530526321659905,1079530526321659905,1546215108000,2018-12-31,02:11:48,?aeianei? ?na GTB,1069803557124272129,submittomaster,Kay's Desires,,I'm so tired of not having a working computer. I really wish money grew on trees. Siiiigh. #depressed,[],[],[],0,0,4,['#depressed'],[],https://twitter.com/SubmitToMaster/status/1079530526321659905,False,,0,,,,,,,"[{'user_id': '1069803557124272129', 'username': 'SubmitToMaster'}]",,,,,I'm so tired of not having a working computer. I really wish money grew on trees. Siiiigh. 
89,1079530334318940166,1079530334318940166,1546215063000,2018-12-31,02:11:03,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,#Depressed mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/LowerDepression/status/1079530334318940166,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,, mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).
92,1079515233285296129,1079515233285296129,1546211462000,2018-12-31,01:11:02,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/LowerDepression/status/1079515233285296129,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems."
94,1079508716490317829,1079508716490317829,1546209908000,2018-12-31,00:45:08,?aeianei? ?na GTB,1079335029094912000,sale_abdelrhman,SAD,,"How can I kill myself without feeling pain
#depressed",[],[],[],2,0,0,['#depressed'],[],https://twitter.com/sale_abdelrhman/status/1079508716490317829,False,,0,,,,,,,"[{'user_id': '1079335029094912000', 'username': 'sale_abdelrhman'}]",,,,,"How can I kill myself without feeling pain
"
95,1079508071318257669,1079508071318257669,1546209755000,2018-12-31,00:42:35,?aeianei? ?na GTB,31144382,happymrsrory2,Happy Mrs. Rory,,Trying to figure out #lifegoals and I think some of my choices are just stock answers. Is this what I really want or is it what seems right? Am I just falling prey to #societalnorms? Also can I really figure this out while #depressed?  pic.twitter.com/BUg0ed5GjB,[],[],[],0,0,0,"['#lifegoals', '#societalnorms', '#depressed']",[],https://twitter.com/HappyMrsRory2/status/1079508071318257669,False,,1,,,,,,,"[{'user_id': '31144382', 'username': 'HappyMrsRory2'}]",,,,,Trying to figure out  and I think some of my choices are just stock answers. Is this what I really want or is it what seems right? Am I just falling prey to ? Also can I really figure this out while ?  pic.twitter.com/BUg0ed5GjB
96,1079505199650074624,1079505197305679873,1546209070000,2018-12-31,00:31:10,?aeianei? ?na GTB,2453681978,lt_realmcreator,Lee T. Lunsford 4.1K,,I wrote Roadie in 3 weeks after months of being #depressed over what Tosha did and that was all in her I didn't have anything to do to influence her giving up on our #friendship for #PaulBlart Ray the security guard at the mall old enough to be our father,[],[],[],0,1,1,"['#depressed', '#friendship', '#paulblart']",[],https://twitter.com/LT_RealmCreator/status/1079505199650074624,False,,0,,,,,,,"[{'user_id': '2453681978', 'username': 'LT_RealmCreator'}]",,,,,I wrote Roadie in 3 weeks after months of being  over what Tosha did and that was all in her I didn't have anything to do to influence her giving up on our  for  Ray the security guard at the mall old enough to be our father
97,1079498258668507136,1079498258668507136,1546207415000,2018-12-31,00:03:35,?aeianei? ?na GTB,4892919171,aka_hustle97,Chris DiGeronimo,,"I have now gone 2,920 days without seeing the #Jets clinch a playoff spot...#depressed",[],[],[],1,0,4,"['#jets', '#depressed']",[],https://twitter.com/aka_hustle97/status/1079498258668507136,False,,0,,,,,,,"[{'user_id': '4892919171', 'username': 'aka_hustle97'}]",,,,,"I have now gone 2,920 days without seeing the  clinch a playoff spot..."
100,1079489911005147136,1079489911005147136,1546205425000,2018-12-30,23:30:25,?aeianei? ?na GTB,30699026,vladiator011,Vlad,,So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh  #foreverugly #depressed,[],[],[],1,0,0,"['#foreverugly', '#depressed']",[],https://twitter.com/vladiator011/status/1079489911005147136,False,,0,,,,,,,"[{'user_id': '30699026', 'username': 'vladiator011'}]",,,,,So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh   
101,1079481086424449024,1079481086424449024,1546203321000,2018-12-30,22:55:21,?aeianei? ?na GTB,1064786340061958144,the0_zero,the0 (pakrokok),,when u are #depressed af and share #memes everyday #meme pic.twitter.com/x3I3MUZuHs,[],[],['https://pbs.twimg.com/media/DvsWU26UYAA1f7R.jpg'],0,0,2,"['#depressed', '#memes', '#meme']",[],https://twitter.com/the0_zero/status/1079481086424449024,False,,0,,,,,,,"[{'user_id': '1064786340061958144', 'username': 'the0_zero'}]",,,,,when u are  af and share  everyday  pic.twitter.com/x3I3MUZuHs
103,1079472776346509313,1079472776346509313,1546201340000,2018-12-30,22:22:20,?aeianei? ?na GTB,1643592744,rawamiss,Brooklyn beach,,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?
#depressed
#iwannaunlife",[],[],[],0,1,0,"['#depressed', '#iwannaunlife']",[],https://twitter.com/RawaMiss/status/1079472776346509313,False,,0,,,,,,,"[{'user_id': '1643592744', 'username': 'RawaMiss'}]",,,,,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?

"
111,1079454848142184449,1079454848142184449,1546197065000,2018-12-30,21:11:05,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,Certain medications are known to cause #depressed mood in a significant number of patients.,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/LowerDepression/status/1079454848142184449,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,Certain medications are known to cause  mood in a significant number of patients.
115,1079444108161282048,1079444108161282048,1546194505000,2018-12-30,20:28:25,?aeianei? ?na GTB,3196373286,queenofenglandd,Demi,,"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. #depressed",[],[],[],0,0,4,['#depressed'],[],https://twitter.com/queenofenglandd/status/1079444108161282048,False,,0,,,,,,,"[{'user_id': '3196373286', 'username': 'queenofenglandd'}]",,,,,"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. "
116,1079443510540058624,1079443510540058624,1546194362000,2018-12-30,20:26:02,?aeianei? ?na GTB,1604786125,snokontrol,tyler charles,,When your world gets turned upside down. So much for family. #hurt #depressed #crying,[],[],[],0,0,1,"['#hurt', '#depressed', '#crying']",[],https://twitter.com/snokontrol/status/1079443510540058624,False,,0,,,,,,,"[{'user_id': '1604786125', 'username': 'snokontrol'}]",,,,,When your world gets turned upside down. So much for family.   
117,1079440248491274240,1079440248491274240,1546193584000,2018-12-30,20:13:04,?aeianei? ?na GTB,844243041166675968,xuxizs,mojo jojo,,Which #rich #sugardaddy wants to put the amount of money it costs to buy a ticket for lady gaga :p I am #depressed and always lonely,[],[],[],0,0,2,"['#rich', '#sugardaddy', '#depressed']",[],https://twitter.com/xuxizs/status/1079440248491274240,False,,0,,,,,,,"[{'user_id': '844243041166675968', 'username': 'xuxizs'}]",,,,,Which   wants to put the amount of money it costs to buy a ticket for lady gaga :p I am  and always lonely
130,1079393786176753664,1079393786176753664,1546182507000,2018-12-30,17:08:27,?aeianei? ?na GTB,173814209,cliffdimerandy,Arron P.,,This is so true #depressed #depression #depressionisreal pic.twitter.com/3J14ZOaRdX,[],[],['https://pbs.twimg.com/media/DvrG7XuU0AArZ4k.jpg'],0,0,1,"['#depressed', '#depression', '#depressionisreal']",[],https://twitter.com/cliffdimerandy/status/1079393786176753664,False,,0,,,,,,,"[{'user_id': '173814209', 'username': 'cliffdimerandy'}]",,,,,This is so true    pic.twitter.com/3J14ZOaRdX
133,1079393145341833216,1079393145341833216,1546182354000,2018-12-30,17:05:54,?aeianei? ?na GTB,1073869319484919808,lahfeminista,Filha da Frida 🔥🚩,,"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

#depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Lahfeminista/status/1079393145341833216,False,,0,,,,,,,"[{'user_id': '1073869319484919808', 'username': 'Lahfeminista'}]",,,,,"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

"
136,1079386290410278912,1079386290410278912,1546180720000,2018-12-30,16:38:40,?aeianei? ?na GTB,3602467154,ubasraymund,Mon Señorito,,"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy #Depressed",[],[],[],1,0,2,['#depressed'],[],https://twitter.com/UbasRaymund/status/1079386290410278912,False,,0,,,,,,,"[{'user_id': '3602467154', 'username': 'UbasRaymund'}]",,,,,"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy "
137,1079381850156556288,1079380830022074369,1546179661000,2018-12-30,16:21:01,?aeianei? ?na GTB,776371011855880192,luriahknaz,Bro.mencari.cinta.halal,,This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress.. #depressed #DepressionIsReal,[],[],[],1,0,0,"['#depressed', '#depressionisreal']",[],https://twitter.com/luriahknaz/status/1079381850156556288,False,,0,,,,,,,"[{'user_id': '776371011855880192', 'username': 'luriahknaz'}]",,,,,This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress..  
138,1079380830022074369,1079380830022074369,1546179418000,2018-12-30,16:16:58,?aeianei? ?na GTB,776371011855880192,luriahknaz,Bro.mencari.cinta.halal,,I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.#depressed,[],[],[],1,0,0,['#depressed'],[],https://twitter.com/luriahknaz/status/1079380830022074369,False,,0,,,,,,,"[{'user_id': '776371011855880192', 'username': 'luriahknaz'}]",,,,,I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.
143,1079354537427648512,1079354537427648512,1546173149000,2018-12-30,14:32:29,?aeianei? ?na GTB,985385031056048128,josh_gerero,Joswaaa,,"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

#Depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/Josh_Gerero/status/1079354537427648512,False,,0,,,,,,,"[{'user_id': '985385031056048128', 'username': 'Josh_Gerero'}]",,,,,"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

"
147,1079345327323443200,1079345327323443200,1546170953000,2018-12-30,13:55:53,?aeianei? ?na GTB,959805735856156672,depressedheroes,Super Depressed Comic,,"Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12 #depressed days of #Christmas . pic.twitter.com/CJ58N4Mw4M",[],[],[],1,0,1,"['#depressed', '#christmas']",[],https://twitter.com/depressedheroes/status/1079345327323443200,False,,1,,,,,,,"[{'user_id': '959805735856156672', 'username': 'depressedheroes'}]",,,,,"Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12  days of  . pic.twitter.com/CJ58N4Mw4M"
150,1079326668852989952,1079326668852989952,1546166505000,2018-12-30,12:41:45,?aeianei? ?na GTB,1077027645433565184,zannystiles,Zannystiles,,why he so fucking deep #depressed #LGBTQtwitter pic.twitter.com/xdU4eeI8gl,[],[],['https://pbs.twimg.com/media/DvqJ4cQVYAAJKvr.jpg'],0,0,0,"['#depressed', '#lgbtqtwitter']",[],https://twitter.com/zannystiles/status/1079326668852989952,False,,0,,,,,,,"[{'user_id': '1077027645433565184', 'username': 'zannystiles'}]",,,,,why he so fucking deep   pic.twitter.com/xdU4eeI8gl
151,1079319149871013888,1079319149871013888,1546164712000,2018-12-30,12:11:52,?aeianei? ?na GTB,1079313101546311685,lonelyjoe4,lonely joe,,"Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

#depressed #hair",[],[],[],0,0,0,"['#depressed', '#hair']",[],https://twitter.com/lonelyjoe4/status/1079319149871013888,False,,0,,,,,,,"[{'user_id': '1079313101546311685', 'username': 'lonelyjoe4'}]",,,,,"Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

 "
153,1079312037564612608,1079312037564612608,1546163017000,2018-12-30,11:43:37,?aeianei? ?na GTB,431227872,akopot13,Andrew Kopot,,"If I were born in europe, I would’ve been the next upcoming soccer star #factz #thoughts #depressed",[],[],[],0,0,0,"['#factz', '#thoughts', '#depressed']",[],https://twitter.com/AKopot13/status/1079312037564612608,False,,0,,,,,,,"[{'user_id': '431227872', 'username': 'AKopot13'}]",,,,,"If I were born in europe, I would’ve been the next upcoming soccer star   "
157,1079288749324935168,1079288749324935168,1546157464000,2018-12-30,10:11:04,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",[],[],[],0,0,2,['#depressed'],[],https://twitter.com/LowerDepression/status/1079288749324935168,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide."
158,1079288133995253760,1079288133995253760,1546157318000,2018-12-30,10:08:38,?aeianei? ?na GTB,3275340715,eronesto,𝓡𝓪𝓿𝓲,,"pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan
#depressed
#iwanttocommitdie",[],[],[],0,0,1,"['#depressed', '#iwanttocommitdie']",[],https://twitter.com/eronesto/status/1079288133995253760,False,,0,,,,,,,"[{'user_id': '3275340715', 'username': 'eronesto'}]",,,,,"pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan

"
166,1079257335971885056,1079257335971885056,1546149975000,2018-12-30,08:06:15,?aeianei? ?na GTB,869366956004179969,mckaylabritton1,McKayla Britton,,Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ #depressed,[],[],[],0,0,5,['#depressed'],[],https://twitter.com/McKaylaBritton1/status/1079257335971885056,False,,0,,,,,,,"[{'user_id': '869366956004179969', 'username': 'McKaylaBritton1'}]",,,,,Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ 
167,1079256827668221953,1079256827668221953,1546149853000,2018-12-30,08:04:13,?aeianei? ?na GTB,1074907588657967105,golden_demon0,cin🍁,,Can I not wake up one day? #depressed #sad #suicidal,[],[],[],0,0,0,"['#depressed', '#sad', '#suicidal']",[],https://twitter.com/golden_demon0/status/1079256827668221953,False,,0,,,,,,,"[{'user_id': '1074907588657967105', 'username': 'golden_demon0'}]",,,,,Can I not wake up one day?   
169,1079250821169188864,1079250821169188864,1546148421000,2018-12-30,07:40:21,?aeianei? ?na GTB,479620143,diarraeg,M a n u è l,,"When you feel down and #depressed, always think about people below your level. You will feel how lucky you are.🕊",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/diarraeg/status/1079250821169188864,False,,0,,,,,,,"[{'user_id': '479620143', 'username': 'diarraeg'}]",,,,,"When you feel down and , always think about people below your level. You will feel how lucky you are.🕊"
170,1079249401623633923,1079249401623633923,1546148083000,2018-12-30,07:34:43,?aeianei? ?na GTB,1060935744204632069,sabrina06985291,Seabreeze,,"It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most #depressed #POS ever.",[],[],[],0,0,0,"['#depressed', '#pos']",[],https://twitter.com/Sabrina06985291/status/1079249401623633923,False,,0,,,,,,,"[{'user_id': '1060935744204632069', 'username': 'Sabrina06985291'}]",,,,,"It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most   ever."
