numb,label,tweet
26,1,"Why don't you listen to me? Why don't you hear me? Why won't you try to understand? Why I'm tired you ask? AH, look in the mirror. πΆ"
27,0,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......
28,0,"Thanks to the Giants, I'm going to suffer from serious playoff FOMO come January.. I don't even want to watch their game tonight. "
29,0,just tryna talk to somone and they got to be confused about it huhhhhhhhh life it boring as hell 
30,0,these gachas on both deresute and enstars. 
31,1,We're just sad teens with a happy face
32,0,Honestly I wish I could be chilling with my bro right now.. ????????
33,0,properly n also i am super  i jus wanna deactivate again
34,0,Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness
35,1,I will choose to leave than to live..
36,1,"Today: 
Feeling disoriented and weak
Tingling of the limbs persist
Sore neck and lower back

Somehow made it to the gym. If this is 2018, I'm ready for it to be done with.

 "
37,0,I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck
38,0,max @whitephobe is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half
39,1,"Watching Air Force One, good film but not paying much interest in it. Feel too rough "
40,0,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong."
41,1,2AM where do i begin? crying off my face again.
42,0,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh
43,0,"Vegas, you won. "
44,1,"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5"
45,0,Someone quoted and hash tagged one of my tweets once with 
46,0,"To come out of , you make friends but coming together in knowledge is rare. Be a friend in knowledge and uplift each other."
47,0,Creating this account because I’m  lol.
48,1,Idk how I’m gonna be able to go to lover I have to buy tickets with my own money and I’m literally broke
49,0,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT
50,1,You ever see your face from a different angle and have a mental break down 
51,0,It's okay sus. Let that hurt go 🤗 * that's me hugging ya bitter ass * 😂😂😂
52,1,"Some days, I can be surrounded by people, but feel so alone. "
53,0,"@nytimes @pattonoswalt I am so happy that you were able to expands your heart and find happiness again, congratulations! ❤️"
54,0,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt"
55,0,I accidentally Fucked up my hair  ??????
56,1,i just need for someone to rub my head tonight ...
57,0,Tyler and I need to stop watching sad movies 
58,0,Absolutely love @unqualified but can't listen to it during my commute on the subway because I burst out laughing and people stare!
59,0,Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????
60,0,The Hate U Give shows hopelessness when Maverick is thrown onto the road by police without reason and is searched multiple times while his kids have to watch the police abuse their power because they can
61,1,He thinks I want to cuddle. I really want to just not be sad so I'm going to sleep... 
62,0,Taking the Christmas decorations down today ???­ 
63,0,@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old
64,0,Still can't fit any of my jeans. 
65,0,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! 
66,0,@Walu2go @ThisisLukeOwen Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness
67,0,only exists in a brain that ACCEPTS IT????  pic.twitter.com/bfLLvZRwmn
68,1,Ever feel like just not eating...or drinking anything?
69,0,@RuckMeFunning I'd hope she has bigger things to fret over lol
70,1,"i lost so many things while doing this chapter and watching it being done, including my enthusiasm, my interest in scanlations and i've come to dislike some of the members of the team. i can't get my mind sort out what is the point of doing this."
71,0,I feel bad no money for gifts for anyone I pay my bills money is gone   
72,1,"I know I sound like ,  hot mess. But I just don't know I am related to such mean ."
73,0,Roses are pine green buttercups are aliceblue sugar is sweet and so on
74,0,When you will never again give birth to violent men..   pic.twitter.com/pkdPhhlUuZ
75,0,"Depression is like, you don't want to do anything. Or you want to do something, but you don't want to do it (at the same time). "
76,0,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities
77,0,1. Burning Desire: You must be in love with your goal. #thinkandgrowrich #health #money #happiness #love
78,0,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!
79,0,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum
80,0,RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ?  … 
81,0,No Sawamura dose since last week. 
82,0,I'm not go to the beach next week 
83,1,"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting "
84,0,@16_vica #strange but #amazing but I #love your #pictures 😍
85,0,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions"
86,0,"Another year of me not going to beautycon ?????? , seriously worst day of my life "
87,1,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7
88,1,the reason why i lost interest in doing the things i love.
89,0,"New Years Eve- The night I dread and dislike the most,particularly at the moment. "
90,0,Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!
91,1,"I'm sinking so fast, I don't even know where to start to save myself.  "
92,0,I am finally feeling better. It's good to support each other when going thru things like . We all  each other out. 
93,1,One of the saddest day of this year for me ??    ( hope to get out of it soon) ??
94,1,Thank god the last presentation is over! âœŒ tomorrow is our last day at uni this year. We really need a few days off.  
95,0,"Woke up in a great mood, ready to get back to work 😊 "
96,1,"Ive kept a  since I was 7 years old. Theres a sweet story behind my 1st one in my poem The Gift from my book. Journaling has blessed me, inspired me, saved me during battles w/, helped me figure things out."
97,0,"Is @Tonysuniverse on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle!"
98,0,Oh sorry I'm on your bestfriends list?   
99,0,Anohni's  is the underrated album of the year.
100,0,What a tremendous initiative by @HitKPKD &amp; @ApolloHospitals  #SuperHitDonor
101,0,Drinking my first pint at 10 in the morning fact 
102,0,I know it's only pretend but Steve's story is really upsetting me  
103,0,"Christmas, the most wonderful time of the year can also be the most horrific time of the year.   "
104,0,No one chooses . Its an illness not a choice.
105,0,"Heard Willy Nelson singing The Scientist and thought, ""So THIS is the original!"" Then discovered he was just covering Coldplay. "
106,0,@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀
107,1,I feel so   and a tad  but I'm afraid to call a friend :(
108,1,Having a bad day @TescoIrl #nightmare
109,0,@billjoehughes Sounds delightful 😅
110,1,"Seeing you being distracted for at least 70% of the time makes me feel like an object all over again. Something I took forever to understand that I wasn't. Now I think I probably am. 
  "
111,1,Im like lost without waterfowl hunting or bowfishing.
112,0,"In order to #expand beyond the places that are familiar, you have to do things that scare you."
113,0,I'm shaking in my boots now. The Taffia are in full flow 😂😂
114,0,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace
115,1,"I really need to get drunk tonight, so I think I will.   "
116,0,@FuthieMasina Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles
117,0,madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis
118,0,Niall's handwriting is so beautiful 😭
119,1,No idea what to say to myself 
120,1,so alone so tired so bored so ugly so depressed  so so so so so so
121,0,Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©
122,0,@aacobe so you no its bibby time  lol
123,0,"When you're  you don't control your thoughts, your thoughts control you."
124,0,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH
125,0,Aw man im outta pizza rolls 
126,1,"This day is complete hell, and it's only started.   "
127,0, is more closely associated with  than 
128,0,If you are struggling with   this festive season. We are open 24/7 to offer . Call 0800 132 737. pw
129,0,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?"
130,0,@GaryClarkJr  seriously best turn out for blues i have ever seen. #amazing
131,0,The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!
132,0,"  may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy"
133,0,RT StayYoungMedia Cure your  without the harmful side effects of  … pic.twitter.com/QZzAgrOZbb
134,0,How far a lonely person can go.   pic.twitter.com/GbdKxgZodH
135,1,I ripped my Ravens pajama pants in the ass so now I donβ€™t have any to wear today 
136,1," jump, but remain on track for their worst December since the"
137,1,In times like this is when I wonder how it will be like to just be by myself????
138,0,Vin Diesel is pretty cool. I have seen him in that movie Riddick and Pitch Black too. He must work out or something. #smiles
139,0,"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little."
140,0,If Only he loved Enuff to make me feel happy
141,0,Accept that you are  and it’s not your fault. Telling yourself to ??Pull yourself together’ or ??Snap out of it’ won’t help.
142,1,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.
143,1,Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ 
144,0,@GunnerGale Miss Gale I'd really really appreciate a follow back!! I'm one of your biggest fans! 
145,0,Good news.  Ten weeks from Friday will be a pretty good day. #carefree
146,0,"""It's all pointless.."" - a statement a  brain would make. Non-depressed brains would probably never come up with it, no matter how bad life was. Ultimately life does look pointless. But we're here. You & I. Alive. Now. Please grab onto life & hold on. "
147,0,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... 
148,0,We are #successful the moment we start toward a laudable goal #JBenson #success #quoteoftheday #happiness
149,0,Having fun today at Mad museum Stratford upon Avon 
150,0,I am in complete Christmas withdrawl #???¥  
151,0,I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch
152,0,i do love shack shake
153,0,@tiffanyreisz Never a dull moment with you two😂
154,0,"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas"
155,0,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.
156,0,There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious
157,0,This is a tragic day lads ??   pic.twitter.com/QvHVGfnJFZ
158,0,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td
159,1,When you're that depressed you don't wanna get out of bed π› ππ•›  got none of it
160,1,"I haven't written in a while, I've lost interest in things like doing such us drinking. I don't want to see a man near me( I'm not complaining coz I'd rather have it that way) but is it normal? I'm worried that I might not be coping"
161,1,"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.  "
162,1,"Is everyone else in the world a  idiot, or am I wrong THAT often? "
163,0,So much for riding September October. Minimum November so let's just say done for the year??
164,0,This weekend is the end of bow hunting season. 
165,0,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5
166,0,Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning
167,0,Certain medications are known to cause  mood in a significant number of patients.
168,0,Should really now start this 3000 word essay and revision   
169,0,Somebody called y'all president a fucknugget 😂😂 idk what that is but it was the laugh I needed this morning 😭
170,0,"What is the base of the power? When it can be definite ""power""?The loneliness or the company create it?   "
171,0,I'll give in to happiness when it shows its self  
172,1,I lost interest in doing things that i used to like
173,0,"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand what’s going on for you, and why they may think you’ve “not been yourself.” "
174,0,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there"
175,0,You've wondered why they seek happiness inside. #cheerful
176,1, for me is the past 8 years of lies and deception!  pic.twitter.com/NDLoUwMrFi
177,1,"When bad dreams come true, got me feeling like Crapulet "
178,0,"What's wrong is always available so is what's right, you decide on what to focus. #success "
179,0,why would someone write a movie like The Fault in Our Stars? :'( 
180,1,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings 
181,0,Try to keep up with social activities even if you don’t feel like it. It'll help with
182,0,Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍
183,1,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. 
184,0,"This morning, I’m resetting my world view. I can’t imagine not being able to save my child, my friend, my parent, or the stranger standing next to me from gun violence. Survivor guilt is brutal. Let us agree that modern mass shootings must stop. "
185,1,Just gunna sit here and chew til my gums bleed.. 
186,0,McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor
187,0,"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus"
188,1,"I've lost interest in football and it's so sad. 
When a game is on now, I can be doing other things I ordinarily wouldn't be doing when a game is on."
189,0,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z"
190,0,﻿Mummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken
191,0,"Same old story, same old song and dance. "
192,1,Little things that affect you massively.  
193,1,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
  "
194,1,Me and Cj just broke up
195,0,@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧
196,1,2018 was rough I got kicked out of my house I was very depressed and I absolutely hated myself all around for awhile. I felt very lost. but at the end of it I've grown to love myself and I've grown to be more comfortable with my own company and I'm happy for that.
197,0,Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing 
198,0,"You can take steps at home to help your day to day , but we are also here to help. Contact us today.  pic.twitter.com/HFmoqiu7sU"
199,0,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music "
200,1,my whole day was spent in my p-jays  its now 6 o'clock and only now do i have to get dressed 
201,0,May #Allah keep us safe and your #Providence. May U replace sadness with #happiness and &amp; instill endless #love in your #heart Stay #bless.
202,0,: don't let other's emotions corrupt your mind; beacause that paves the path to
203,0,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed "
204,0,One more night in edinburgh would've been perfect ???© 
205,0,@BollyBigBolt #cheerful That pink makes the other colours pop! x
206,1,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. "
207,1, is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. â€”Germaine Greer
208,0,My family has been using my blue oil like its water and I gave Ahmed my last blue oil
209,1,i miss being 13 because now im 17 and
210,0,Even if she is tipsy I love her -Joe     pic.twitter.com/qHSAqDJN9j
211,1,"I am trying 2 make a list of the ppl I twt 2 regularly, so if u wanna b on it, twt me and say hi!   "
212,0,All the bright places \n#movie💯😍
213,0,@LATMultilingual Thanks for the shoutout! Will we see your team at #MortonPark on Thursday? #Smiles &amp; #laughter guaranteed! 😀
214,0,"The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.    "
215,1, don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!
216,0,You got me w that one @AmazonPrime ! New #theTICK trailer is #hilarity
217,0,Cultivate supportive relationships in order to end 
218,0,@Ritsakuru awe sorry na
219,0,What do we expect from a system where health care and education are among the most profitable commercial businesses?!
220,1,"It's hard not to be part of the 22, remain strong and get HELP   "
221,0,Have you ever danced till you fainted! It has a great feeling especially when you feel depressed 
222,0,2015 hasnt started yet and I'm already fed up with it 
223,0,@Arquipimp 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂
224,0,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success"
225,1,So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..
226,0,So it's New Year's Eve and I have no plans for New Year's Eve 
227,0,Using  Key Influencer with prediction of  dataset explained by NOMIS lone parent dataset   pic.twitter.com/bkxdfCUsib
228,1,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  "
229,0,@myouimina U r but idk to what extent u can go with teasing me 😃 u love it too much.
230,1,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again
231,1,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.
232,0,"Life is a privilege. Don't waste it on the b.s. emotion of . Celebrate life's silver linings, be parent and inspired."
233,0,Just the thought of going back to school  brings tears to me eyes 
234,1,The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8
235,0,"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️"
236,1,hi i cant get out of bed because im
237,1,"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable"
238,1,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare"
239,0,When you are able to treat your queen the things that she wants. Such a pleasing feeling
240,0,Grind smarter.  #Hustle #Grind
241,1,"I don't want,to be bother such a screw up "
242,1,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????
243,0,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! "
244,0,@crumbs_oh @tradasro @WingsScotland @theSNP @STVNews @Channel4News Since when was being 'fair to Scotland' a concern for the British state?
245,0,Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie
246,1,goin to Atlantic City right now for New Years I should be hype but I feel down as fuck
247,1,I never knew I can lost interest in things I used to love doing.
248,0,cant believe im back at work tomorrow!
249,0,Make her burst into laughter bcs of you.
250,0,@LogitechUK Been there done that 
251,1,Just lost interest in 99% of things in life and want to cut ties with everyone close to me other than family before I end up doing something stupid
252,1,Looking forward to another shitty year.   
253,0,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness."
254,1,wishing I wouldn’t have survived my attempt in November  
255,0,Loneliness does not just happen on this one day but all year round   
256,0,And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time 
257,0,One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered
258,0,Ot6 still exist? #julid #deletesoon 
259,1,"Ending the year same way I started it, with a depression nap.    "
260,0,I really need commission work
261,0,"You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 💕"
262,0,Went to see The Big Short.
263,1,And all the bullshit in your live ends and nothing will bother you ever again #depression
264,0,getting my hair cut today ??™ˆ??™ˆ??™ˆ??™ˆ  
265,1,Not everyone wants to see me happy ????
266,1,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  
267,0,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af "
268,1,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   "
269,1,"  About to have a breakdown, I really need a friend"
270,1,Trying my best to function as a normal human being. Feeling like a zombie.  
271,1,"In recovery, we may struggle to release some beliefs that were true in an episode of  or , but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of  is challenging these thoughts & gently nudging ourselves on."
272,1,Sometimes the most difficult thing for a person is facing themselves.
273,0,Wanted a sweater but promised I wouldn't buy one for the rest of this month 
274,0,Friday night. Trying to relax. Can't. Today was the 2nd time in my 20 years of federal biofuels advocacy where we just flat out lost. No way to sugarcoat it. Leaves me sick to my stomach knowing what farmers are going thru and seeing biofuels plants shut down.
275,0,Really trying to not look at tweets or watch any videos from Alison’s first red rocks show I am
276,1,I wish I didn't feel like I bothered you all of the time.. 
277,0,"I hate Twitter. Anyone  or  today, here are my . pic.twitter.com/q6kKhO7MCR"
278,1,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.
279,1,"  abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd"
280,1,"I lost interest in the gym for sometime now, the one thing I enjoy the most. Overwhelming feeling of guilty, how do I just continue with my life doing things I enjoy when my friend’s life was just cut off in front of me? Her dad  forcing me to go gym today."
281,0,@aegyotaetae @oyeakasha One of my favourite clips 😂
282,1,I lost interest in so many things I used to love doing
283,0,2016 was the best year so far   
284,0,"Rain, the cold, wind and the first ripe cookers of the year. Autumn’s coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef"
285,0,If you want to witness how fucked this society is pass by a school on a rainy day like today
286,1,I know  can't just go and my  will always rear it's ugly head. But I need to get better.
287,0,Was watching more Subnatica so fun and funny and IGP is so hilarious #funny #omg #amazing #nice #hilarious
288,0,#start my YouTube channel techno ayan please follow friends
289,0,Any girl want a load? ;) dm me #horny #cum #snap #dmme #cumtribute #cocktribute
290,0,I hate when the person you have a crush on has a girlfriend/boyfriend
291,0,So now our Parliament is going to limit the Supreme Court of its powers to save  & Co from  case. 
292,1,Feeling so UnLucky in life..   ??
293,0,"Creator, Jack Dorsey: 'The definition [of #Twitter] was 'a short burst of inconsequential information,' and 'chirps from birds'.'"
294,1,Well i guess no clockwork for me ????
295,0,"Just Paracetamol is Anti-pyritique, cant anawer correctly due to too much nerve. What a shame!!! "
296,0,@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness
297,1,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B
298,0,Welcome to our new follower @RahmanAccess Have a #wonderful Tuesday!
299,0,"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊"
300,1,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK
301,0,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕"
302,1,"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?"
303,1,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  "
304,0,I strongly believe in there if  for everyone. I haven't met it yet.
305,1,"Depression is not just sadness. It is weight that keeps u in bed. Depression can feel empty, like nothing at all. It can beΒ unexplainable. Depression keeps u stuck.Β Fun canβ€™t fix it. Instead it isolatesΒ you from what u love. It is an overwhelming numbness. "
306,1,some things you said kept me up all night.
307,1,"nice just spend this New Year's Eve without even making dinner, for me now these parties are days like the others .. And then I do not have to be sad .. how can I be happy if not even the parties can pass as everyone..
  "
308,0,Was called a slut last night…um I'm not one…I don't have sex with every guy I meet…get it right people…??????
309,1,"2018:I've been through so many emotions & mental break down. Mom being healed, my grandpa still paralyzed but with us, my college degree around the corner, my friends & my boyfriend. I'm starting to feel like everything's coming together. In God's name 2019's gonna be awesomeπ’•π™πΎ"
310,0,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU"
311,1,"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... "
312,0,i finished parks & rec twice now  :( 
313,1,yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  
314,0,It's been 1 year since my husband and I flew to NYC for Christmas ????????
315,1,I get to sleep in like once a month and I always seem to have trouble falling asleep that night of π” so the total hours I actually sleep tends to just end up like any other night   
316,0,Sometimes I understand why Kurt Cobain blew his head off...
317,1,"Hope everyone has a good New Years tonight, coz mines gonna be shit!   "
318,1,Well thanks for the past year guys. 2017 was a disaster mentally but 2018 was the improvement I needed personally. I hope you all have a great 2019 and feel fantastic throughout it and don't let those bastarding demons drag you down
319,0,"@tabby313 Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!"
320,1,I don't know what just happened. I feel so depressed and sad and lonely and all.
321,1,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   "
322,0,I wore all black today as metaphor for my state of mind and also for the state of America on this day.   
323,0,Wait... I can't believe I've  manga in hiatus  since +/- 2010.... 
324,1,how do people cry happy tears? i guess i’ve never really been truly happy?
325,1,"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety"
326,1,Am I drinking  and being  before going into work? You’re damn right I am????
327,0,Just realised I haven't cleaned my teeth in days
328,1,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????"
329,1,All my  has been sucked by an inability to find a proper solution for a client work. Iβ€™m exhausted and getting . pic.twitter.com/fKrNYVqHxC
330,0,"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final..."
331,1,I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run
332,0,@SSAFA Congratulations #DamianDagg and #JoshuaThorne. I wish you a  #future #together❤️
333,0,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. 
334,1,Omg doorbell ring and I thought it was him…I hate anxiety attacks…
335,0,"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!"
