id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1070954853784989696,1070954853784989696,1544170509000,2018-12-07,10:15:09,?aeianei? ?na GTB,550553411,papitrey__,Prince👑™,,"I've been doing me and focusing on myself. In October I had a wake up call and I started to be more focused. I've lost a lot of interest in a lot of things up to this day, but I know it's for my own good.",[],[],[],0,0,0,[],[],https://twitter.com/PapiTrey__/status/1070954853784989696,False,,0,,,,,,,"[{'user_id': '550553411', 'username': 'PapiTrey__'}]",,,,
1070698173004435457,1069974496134684672,1544109311000,2018-12-06,17:15:11,?aeianei? ?na GTB,705410812995887106,arabella_vidal,ArabellaVidal,,"Some things do come with instinct. Then there's star power, combined with ability, that let's her overcome the inanity of the script. Heady has been doing far longer, with better projects in her past, than Clarke.  I also felt,round about season 4/5 that Clarke had lost interest.",[],[],[],1,0,1,[],[],https://twitter.com/arabella_vidal/status/1070698173004435457,False,,0,,,,,,,"[{'user_id': '705410812995887106', 'username': 'arabella_vidal'}]",,,,
1070599731246784512,1070599725949304832,1544085841000,2018-12-06,10:44:01,?aeianei? ?na GTB,2304850908,crownedlemur,Riley @ DFFOO,,"So far this med has literally been a life saver, I can laugh, I can smile and days are no longer a drag all the time. I lost my interest in doing things but that should come back very soon. All in all, I'm doing better!!",[],[],[],1,0,1,[],[],https://twitter.com/CrownedLemur/status/1070599731246784512,False,,0,,,,,,,"[{'user_id': '2304850908', 'username': 'CrownedLemur'}]",,,,
1070417209745387525,1070417029822263296,1544042324000,2018-12-05,22:38:44,?aeianei? ?na GTB,1042147098970476546,zariastone,🔪 Zaria Stone🔪,,I lost interest in things I truly loved doing and enjoyed,[],[],[],0,0,1,[],[],https://twitter.com/ZariaStone/status/1070417209745387525,False,,0,,,,,,,"[{'user_id': '1042147098970476546', 'username': 'ZariaStone'}]",,,,
1069838036719017986,1069834345412788224,1543904239000,2018-12-04,08:17:19,?aeianei? ?na GTB,918148194,damola_ade77,Alabi I. Ayodeji,,"That was a big flag. 

I lost interest in him and his ministry when I went for a vigil in his church and they were doing washing of feet ritual, I mean actual washing of feet with real water, saying if they wash you feet everywhere you go you will conquer.

Babalawo things....",['sidac06'],[],[],3,2,0,[],[],https://twitter.com/damola_ade77/status/1069838036719017986,False,,0,,,,,,,"[{'user_id': '918148194', 'username': 'damola_ade77'}, {'user_id': '529377566', 'username': 'Sidac06'}]",,,,
1069602453589499909,1069602453589499909,1543848071000,2018-12-03,16:41:11,?aeianei? ?na GTB,4737440912,neutrallycynic,⛔️ kirishima #2 !!!!!,,Im really sorry for being inactive and going on and off in this account. Work just...took all my time and motivation to do the things i like doing . I honestly lost all interest in like 90% of what i used to love. It's so fucking shitty of me im really sorry,[],[],[],7,0,17,[],[],https://twitter.com/neutrallycynic/status/1069602453589499909,False,,0,,,,,,,"[{'user_id': '4737440912', 'username': 'neutrallycynic'}]",,,,
1069073352109760512,1069073352109760512,1543721924000,2018-12-02,05:38:44,?aeianei? ?na GTB,720702122308804615,cassiecrawfordx,hell sent,,I've been so sad and bored lately SO tomorrow after work I'm going to buy a fat canvas and start painting again because I need to start doing the things that I've lost interest in because depression is a bitch,[],[],[],0,0,3,[],[],https://twitter.com/cassiecrawfordx/status/1069073352109760512,False,,0,,,,,,,"[{'user_id': '720702122308804615', 'username': 'cassiecrawfordx'}]",,,,
1068435903926816769,1068435903926816769,1543569944000,2018-11-30,11:25:44,?aeianei? ?na GTB,3167583257,garciamarisol10,marisol,,Sorry for the sining in the rain and film spam. this year I genuinely lost interest in these types of things that would bring me so much happiness and felt so lost as to why they stopped doing so but I’m finally falling in love again with all these things 💜glad to have them back,[],[],[],2,0,4,[],[],https://twitter.com/garciamarisol10/status/1068435903926816769,False,,0,,,,,,,"[{'user_id': '3167583257', 'username': 'garciamarisol10'}]",,,,
1065476690221109248,1065476690221109248,1542864413000,2018-11-22,07:26:53,?aeianei? ?na GTB,136115562,lizlove2rave,Liz Rodz 🇵🇷🇨🇺🇺🇸🏳️‍⚧️,,Hey..if I take a while to answer back to you don't take it personal. Lately I've been feeling like I've lost interest in doing things I like or being around people. Sometimes I just dont want to talk and even if...  https://www.facebook.com/100000726969809/posts/2190828214284723/ …,[],['https://www.facebook.com/100000726969809/posts/2190828214284723/'],[],0,0,0,[],[],https://twitter.com/lizlove2rave/status/1065476690221109248,False,,0,,,,,,,"[{'user_id': '136115562', 'username': 'lizlove2rave'}]",,,,
1064967727205531648,1064967727205531648,1542743066000,2018-11-20,21:44:26,?aeianei? ?na GTB,1029819220182355969,imaojord,jordan,,Just lost interest in 99% of things in life and want to cut ties with everyone close to me other than family before I end up doing something stupid,[],[],[],0,0,4,[],[],https://twitter.com/Imaojord/status/1064967727205531648,False,,0,,,,,,,"[{'user_id': '1029819220182355969', 'username': 'Imaojord'}]",,,,
1064898761959313409,1064863679416537088,1542726624000,2018-11-20,17:10:24,?aeianei? ?na GTB,344788638,stilldoitforyou,heather,,"18. favorite relaxing hobby? i used to write, read, and draw a lot... i’ve kinda lost interest in doing a lot of things i enjoy so i don’t really do much of that anymore so lately i just put a game (mostly sims 4) on and zone out",[],[],[],1,0,0,[],[],https://twitter.com/stilldoitforyou/status/1064898761959313409,False,,0,,,,,,,"[{'user_id': '344788638', 'username': 'stilldoitforyou'}]",,,,
1063937026045538306,1063829220240093195,1542497328000,2018-11-18,01:28:48,?aeianei? ?na GTB,2795089730,soul_struck_,Hungry Crybaby With a Blanket *Atari Mods?*,,"It's a very dark path. I lost interest in a lot of things I enjoyed. If you're thinking about doing any, don't. If you already do, stop now.",['overrealz'],[],[],0,0,1,[],[],https://twitter.com/Soul_Struck_/status/1063937026045538306,False,,0,,,,,,,"[{'user_id': '2795089730', 'username': 'Soul_Struck_'}, {'user_id': '3001786370', 'username': 'overrealz'}]",,,,
1063859837497499654,1063857467761876997,1542478925000,2018-11-17,20:22:05,?aeianei? ?na GTB,256335470,dajosc11,Danny,,"All I really cared about was Riddle’s debut/vs. Ohno being on that big of a stage and it being moved to TV lost my interest in the show.

Kairi’s gotta win I would think. And a lot of things still depend on if they’re doing Ciampa/Gargano Mania weekend.",['sodutw'],[],[],1,0,0,[],[],https://twitter.com/dajosc11/status/1063859837497499654,False,,0,,,,,,,"[{'user_id': '256335470', 'username': 'dajosc11'}, {'user_id': '215434317', 'username': 'SoDuTw'}]",,,,
1063745191507607552,1063745191507607552,1542451591000,2018-11-17,12:46:31,?aeianei? ?na GTB,135353509,jay_brooks91,Jay TC,,Please please please people don’t be offended if I don’t want to do certain things any more. I’ve lost interest in doing the same stuff I’ve done for the last 10 years of my life,[],[],[],0,0,5,[],[],https://twitter.com/jay_brooks91/status/1063745191507607552,False,,0,,,,,,,"[{'user_id': '135353509', 'username': 'jay_brooks91'}]",,,,
1063696292155727878,1063696292155727878,1542439933000,2018-11-17,09:32:13,?aeianei? ?na GTB,974094757,tununu3,Sofa sisilwa💔✊🏿,,"I lost interest in the gym for sometime now, the one thing I enjoy the most. Overwhelming feeling of guilty, how do I just continue with my life doing things I enjoy when my friend’s life was just cut off in front of me? Her dad  forcing me to go gym today.",[],[],[],0,0,0,[],[],https://twitter.com/tununu3/status/1063696292155727878,False,,0,,,,,,,"[{'user_id': '974094757', 'username': 'tununu3'}]",,,,
1063095693009735680,1063095008700588032,1542296739000,2018-11-15,17:45:39,?aeianei? ?na GTB,2724729146,scergyboi,ScergyBoi but ✨New Years ✨,,"I’ve just been in this downward spiral since I’ve been told I got the job I had applied to, and I’ve lost interest in doing the things I love doing in the last couple of days. I would just suck it up and deal with my bullshit, but I don’t want to start a stream only to have it...",[],[],[],1,0,0,[],[],https://twitter.com/ScergyBoi/status/1063095693009735680,False,,0,,,,,,,"[{'user_id': '2724729146', 'username': 'ScergyBoi'}]",,,,
1062804056047906816,1062801685943222272,1542227207000,2018-11-14,22:26:47,?aeianei? ?na GTB,178356653,_cherrieco,nhi🍒,,"i lost so many things while doing this chapter and watching it being done, including my enthusiasm, my interest in scanlations and i've come to dislike some of the members of the team. i can't get my mind sort out what is the point of doing this.",[],[],[],1,0,0,[],[],https://twitter.com/_cherrieco/status/1062804056047906816,False,,0,,,,,,,"[{'user_id': '178356653', 'username': '_cherrieco'}]",,,,
1061268071330013184,1061268071330013184,1541861000000,2018-11-10,16:43:20,?aeianei? ?na GTB,904486554818752513,ladysimmer94,🍁✨ᒪᗩᗪY ᔕIᗰᗰEᖇ✨🍁,,"I have completely lost interest in so many things recently, including wearing makeup which I used to love doing. Now I cant even sit in front of the mirror applying mascara without feeling upset",[],[],[],1,0,4,[],[],https://twitter.com/LadySimmer94/status/1061268071330013184,False,,0,,,,,,,"[{'user_id': '904486554818752513', 'username': 'LadySimmer94'}]",,,,
1061170917336735744,1061170917336735744,1541837836000,2018-11-10,10:17:16,?aeianei? ?na GTB,824509055645290497,thequaxx,Jude Quak,,"I've been feeling strangely empty recently. Over the years I lost interest in a lot of things and gradually just focused on a few. I think that now that my skill boost in mania is over and my piano isn't really progressing, there's not much I feel like doing. I hope this passes",[],[],[],0,0,0,[],[],https://twitter.com/thequaxx/status/1061170917336735744,False,,0,,,,,,,"[{'user_id': '824509055645290497', 'username': 'thequaxx'}]",,,,
1061100679568097280,1061100209097199617,1541821090000,2018-11-10,05:38:10,?aeianei? ?na GTB,1035906895,beckedm,Becky,,"burnout on different things happened at different times, luckily, so I think I was usually doing something. But for example, after biking really seriously for the first 3 years of HS, just lost interest. Didn't bike in college. Love it again now, thankfully!",[],[],[],0,0,0,[],[],https://twitter.com/beckedm/status/1061100679568097280,False,,0,,,,,,,"[{'user_id': '1035906895', 'username': 'beckedm'}]",,,,
1059073529595883520,1059073529595883520,1541337780000,2018-11-04,15:23:00,?aeianei? ?na GTB,743150536438906880,itsmewhodis,kristeee,,"People telling other people to never stop doing what you love,it is your passion etc.,then there's me,who've lost interest in things and not love things the same way as before.There's me who doesn't have passion for anything. 

So I often ask myself,""What does that make me then?""",[],[],[],0,0,0,[],[],https://twitter.com/itsmewhodis/status/1059073529595883520,False,,0,,,,,,,"[{'user_id': '743150536438906880', 'username': 'itsmewhodis'}]",,,,
1058338085065449472,1058338085065449472,1541162437000,2018-11-02,14:40:37,?aeianei? ?na GTB,3054356875,itsanaura,•,,"once I got to college, I lost interest in so many things I used to love doing. like I don’t have enough time to enjoy the things I used to love 🥺",[],[],[],0,0,0,[],[],https://twitter.com/itsanaura/status/1058338085065449472,False,,0,,,,,,,"[{'user_id': '3054356875', 'username': 'itsanaura'}]",,,,
1058169153100636167,1058169153100636167,1541122160000,2018-11-02,03:29:20,?aeianei? ?na GTB,986167559006359553,hbzayy,HB.Zayy💔,,"I’m single rn cuz mfs lost their interest in doin good things or actually caring for a mf💯🗣.....
On the other hand😂That’s not gon stop me from doing what I do🤪💦",[],[],[],0,0,0,[],[],https://twitter.com/hbzayy/status/1058169153100636167,False,,0,,,,,,,"[{'user_id': '986167559006359553', 'username': 'hbzayy'}]",,,,
1057027716128620544,1057027716128620544,1540850020000,2018-10-29,23:53:40,?aeianei? ?na GTB,975035390481633281,zippiesteve,Wannabe Artist.,,Think I have finally lost interest in my one time favourite show The Walking Dead. Find myself doing other things now whle its on and missing large chunks of the Ahem.....plot!,[],[],[],0,0,0,[],[],https://twitter.com/ZippieSteve/status/1057027716128620544,False,,0,,,,,,,"[{'user_id': '975035390481633281', 'username': 'ZippieSteve'}]",,,,
1056826912411049985,1056826912411049985,1540802145000,2018-10-29,10:35:45,?aeianei? ?na GTB,893701301472591872,hydenjackie,jovi chu,,i rly lost interest in the things i m currently doing huh :(,[],[],[],0,2,1,[],[],https://twitter.com/hydenjackie/status/1056826912411049985,False,,0,,,,,,,"[{'user_id': '893701301472591872', 'username': 'hydenjackie'}]",,,,
1055684380629200896,1055684380629200896,1540529744000,2018-10-26,07:55:44,?aeianei? ?na GTB,3268484252,lokixjonas,★ ♔ 𝘒𝘢𝘦,,I lost interest in stranger things when I was doing the rewatch for season 2 but I still love Finn Wolfhard.,[],[],[],0,0,0,[],[],https://twitter.com/lokixjonas/status/1055684380629200896,False,,0,,,,,,,"[{'user_id': '3268484252', 'username': 'lokixjonas'}]",,,,
1053198485544226816,1053198485544226816,1539937061000,2018-10-19,11:17:41,?aeianei? ?na GTB,236633350,black0_0rabbit,Kainé le Marre,,It's sad to see the things I've let go of or stopped doing or lost interest in solely because of shit lie depression and anxiety and just Adulting yano. Mate 😭. Glad I'm getting them back bit by bit yano,[],[],[],0,0,0,[],[],https://twitter.com/BLACK0_0RABBiT/status/1053198485544226816,False,,0,,,,,,,"[{'user_id': '236633350', 'username': 'BLACK0_0RABBiT'}]",,,,
1052308532823916544,1052308532823916544,1539724879000,2018-10-17,00:21:19,?aeianei? ?na GTB,973371150892916736,ewhisperss,EuphoricWhispers,,"At this point in time, I'm honestly feeling like I'm 90% done with editing. Maybe just for a while, but I've lost my LOVE for it. I'm only interested in editing very specific things. I currently have zero interest in doing my own full videos for my channel. I just wanna do packs.",[],[],[],0,0,2,[],[],https://twitter.com/EWhisperss/status/1052308532823916544,False,,0,,,,,,,"[{'user_id': '973371150892916736', 'username': 'EWhisperss'}]",,,,
1051878423755411456,1051878423755411456,1539622333000,2018-10-15,19:52:13,?aeianei? ?na GTB,964855063612133377,t13583649,t,,"I'll never forgive myself for cheating multiple times, losing interest in the love of my life, doing bad things when i lost hope. stealing from others and changing my name, because i should have been faithful from the jump start.",[],[],[],0,0,0,[],[],https://twitter.com/t13583649/status/1051878423755411456,False,,0,,,,,,,"[{'user_id': '964855063612133377', 'username': 't13583649'}]",,,,
1051416239481004038,1051413809028653058,1539512140000,2018-10-14,13:15:40,?aeianei? ?na GTB,465563891,str_womble,chedz,,"Ha no worries! Seeing that SAR is opening up to civvies in May has made me start thinking about doing stuff again. I sort of lost interest over the last 18 months due to various reasons, but things are sorting themselves out now.",['chrisdragatis'],[],[],1,0,0,[],[],https://twitter.com/str_womble/status/1051416239481004038,False,,0,,,,,,,"[{'user_id': '465563891', 'username': 'str_womble'}, {'user_id': '1086382440', 'username': 'ChrisDragatis'}]",,,,
1050054670905892869,1050052145242877952,1539187517000,2018-10-10,19:05:17,?aeianei? ?na GTB,1003266011255136257,tentimeswu012,me,,I don't know. Sometimes i don't know myself anymore. I've lost interest in some of the things i enjoyed doing before. I don't want to be around people that much. I'd rather be alone because i know something or someone might pull the trigger and i would blow up. 😶,['tallpaulslife'],[],[],1,0,1,[],[],https://twitter.com/tentimeswu012/status/1050054670905892869,False,,0,,,,,,,"[{'user_id': '1003266011255136257', 'username': 'tentimeswu012'}, {'user_id': '235086047', 'username': 'TallPaulsLife'}]",,,,
1049981420381204485,1049981420381204485,1539170052000,2018-10-10,14:14:12,?aeianei? ?na GTB,2431526514,krushthis,Krush,,"@FaZe_Kitty Yo Cameron, sorry I haven't been keeping with the WW2 content, I lost interest, and moved on towards other games as well but I watched your montage and goddamn you never dissapoint! BO4 is going to be lit man! I can see you doing great things in your future! <3",['faze_kitty'],[],[],0,0,3,[],[],https://twitter.com/Krushthis/status/1049981420381204485,False,,0,,,,,,,"[{'user_id': '2431526514', 'username': 'Krushthis'}, {'user_id': '330032944', 'username': 'FaZe_Kitty'}]",,,,
1049042161029795840,1049042161029795840,1538946116000,2018-10-08,00:01:56,?aeianei? ?na GTB,747919049955381254,lostkatt199,Sandra •,,"Idk why , but i lost interest in all the things i used to love doing before 💔",[],[],[],0,0,0,[],[],https://twitter.com/LostKatt199/status/1049042161029795840,False,,0,,,,,,,"[{'user_id': '747919049955381254', 'username': 'LostKatt199'}]",,,,
1048806760465674240,1048806760465674240,1538889992000,2018-10-07,08:26:32,?aeianei? ?na GTB,921194967460069377,caaittllin_v,𝑐𝑎𝑖𝑡𝑙𝑖𝑛 𝑠𝑜𝑙𝑒𝑖𝑙 ☾♡,,something’s wrong w/me because i’m not caring about things i should be caring about anymore & i’ve lost interest in things i used to love doing WHATS WRONG WITH ME,[],[],[],1,2,17,[],[],https://twitter.com/caaittllin_v/status/1048806760465674240,False,,0,,,,,,,"[{'user_id': '921194967460069377', 'username': 'caaittllin_v'}]",,,,
1048620446835494912,1048604291240480768,1538845571000,2018-10-06,20:06:11,?aeianei? ?na GTB,71149118,airplanetalk,Airplanetalk,,"And when periscope came I started doing a few things live. Didn’t need video to be saved on the phone and uploaded later on YouTube, so I kind of lost interest in the tube except to watch those sailing channels and they’re really good.",['notedelweiss'],[],[],1,0,0,[],[],https://twitter.com/airplanetalk/status/1048620446835494912,False,,0,,,,,,,"[{'user_id': '71149118', 'username': 'airplanetalk'}, {'user_id': '613448224', 'username': 'NotEdelweiss'}]",,,,
1047777947501965312,1047733600299483136,1538644704000,2018-10-04,12:18:24,?aeianei? ?na GTB,835580372108853249,airaplaysgames,Aira Lee,,"I lost interest in almost all AAA games years ago. I focus almost exclusively on indies now. There are so many of them, doing so many amazing things, and all the AAA ones feel the same. I for one am pleased when I see your channel focusing on something other than AAA games.",['britishgaming'],[],[],1,0,0,[],[],https://twitter.com/AiraPlaysGames/status/1047777947501965312,False,,0,,,,,,,"[{'user_id': '835580372108853249', 'username': 'AiraPlaysGames'}, {'user_id': '1156600214783963136', 'username': 'Britishgaming'}]",,,,
1047584901720133632,1047584901720133632,1538598678000,2018-10-03,23:31:18,?aeianei? ?na GTB,335042326,darkbowser131,カイ,,"one thing I like about big events like Revo is they kind of reset my interests and allow me to think about doing things differently

example: I was playing a dumb timesink game a fair bit before but now I've thankfully lost interest in it again",[],[],[],0,0,0,[],[],https://twitter.com/darkbowser131/status/1047584901720133632,False,,0,,,,,,,"[{'user_id': '335042326', 'username': 'darkbowser131'}]",,,,
1047486672345153537,1047151062313050115,1538575258000,2018-10-03,17:00:58,?aeianei? ?na GTB,21698431,toricelinej,𝕋ori ℂéline,,"Yes, it takes a long time!! Lol Norwegian men are.. idk. Somehow very annoying to me. I have lost all interest in them and decided to be a single pringle for life. 😂 Koreans sure have a different way of living and doing things. A lpt of stuff i see Koreans do, I find rude 😂",['fatima_luqmannn'],[],[],1,0,0,[],[],https://twitter.com/ToriCelineJ/status/1047486672345153537,False,,0,,,,,,,"[{'user_id': '21698431', 'username': 'ToriCelineJ'}, {'user_id': '845333859193409537', 'username': 'fatima_luqmannn'}]",,,,
1046631705778548736,1046388464223170562,1538371418000,2018-10-01,08:23:38,?aeianei? ?na GTB,176038323,maintoos,mew mew,,"Well,  yes I've lost interest in most things but I think wanting to avoid certain scenarios in life is my target and therefore all my decisions are dedicated to pave those avoidance paths, so I'm not doing what I want,  I'm trying to avoid what I don't want",['ebtehalseddiek'],[],[],1,0,0,[],[],https://twitter.com/Maintoos/status/1046631705778548736,False,,0,,,,,,,"[{'user_id': '176038323', 'username': 'Maintoos'}, {'user_id': '832686447635296259', 'username': 'EbtehalSeddiek'}]",,,,
1046445394803154945,1046445394803154945,1538326998000,2018-09-30,20:03:18,?aeianei? ?na GTB,946393396393918464,trcsmbjn,live,,"in just one blink, i lost interest in doing things i thought i love the most???????",[],[],[],1,1,4,[],[],https://twitter.com/trcsmbjn/status/1046445394803154945,False,,0,,,,,,,"[{'user_id': '946393396393918464', 'username': 'trcsmbjn'}]",,,,
1046233445209452544,1046233445209452544,1538276466000,2018-09-30,06:01:06,?aeianei? ?na GTB,794620582209982464,lividbeach,Roman,,"I just realized how much I lost interest in gaining a following for the things I do, which is ironic because the reason I made the Livid Beach was so I could gain an audience with the things I like doing now",[],[],[],0,0,1,[],[],https://twitter.com/LividBeach/status/1046233445209452544,False,,0,,,,,,,"[{'user_id': '794620582209982464', 'username': 'LividBeach'}]",,,,
1045873427645681664,1045813574562541568,1538190631000,2018-09-29,06:10:31,?aeianei? ?na GTB,81619467,mindy646,Malynda Nichols,,"I was isolating from the people I loved, lost interest in things I loved doing, and was suicidal.",['horriblyhuman'],[],[],0,0,3,[],[],https://twitter.com/Mindy646/status/1045873427645681664,False,,0,,,,,,,"[{'user_id': '81619467', 'username': 'Mindy646'}, {'user_id': '1002006595264397312', 'username': 'HorriblyHuman'}]",,,,
1045867440587124736,1045867440587124736,1538189203000,2018-09-29,05:46:43,?aeianei? ?na GTB,742196928994119680,dreamingly,Astrid,,"I watched the movie ""Mother!"" In the background today while I was doing other things and I started to get interested until I realized the allegory it was doing, and then I lost a lot of interest in it

It was weird.",[],[],[],0,0,0,[],[],https://twitter.com/dreamingly/status/1045867440587124736,False,,0,,,,,,,"[{'user_id': '742196928994119680', 'username': 'dreamingly'}]",,,,
1045676886892863489,1045676886892863489,1538143772000,2018-09-28,17:09:32,?aeianei? ?na GTB,140033739,faleyyjagger,Farah Liyana,,"Ive lost interest in many things. I cant focus on doing my work. Im always stress, even with simple tasks such as eating. Driving is a hell. Sitting becoming uncomfortable. Sleeping had become hard to do.",[],[],[],1,0,0,[],[],https://twitter.com/faleyyjagger/status/1045676886892863489,False,,0,,,,,,,"[{'user_id': '140033739', 'username': 'faleyyjagger'}]",,,,
1045225197538816000,1045225197538816000,1538036081000,2018-09-27,11:14:41,?aeianei? ?na GTB,4250528896,rodneygoldd,Rodney,,I’ve lost interest in so many things I used to be passionate about and I’ve come to realise it’s best not to force it. No point doing things half-hearted.,[],[],[],1,1,1,[],[],https://twitter.com/rodneygoldd/status/1045225197538816000,False,,0,,,,,,,"[{'user_id': '4250528896', 'username': 'rodneygoldd'}]",,,,
1045048249311272961,1045048249311272961,1537993893000,2018-09-26,23:31:33,?aeianei? ?na GTB,331260269,midnightmegaera,Kirsten 💫,,"Not sure if it’s everything going on atm but I seem to be pretty ‘blah’ atm. Lost interest in reading, watching stuff and doing certain things.. :(

Hoping to rest and relax this weekend to hopefully help",[],[],[],2,0,2,[],[],https://twitter.com/MidnightMegaera/status/1045048249311272961,False,,0,,,,,,,"[{'user_id': '331260269', 'username': 'MidnightMegaera'}]",,,,
1044345174514708480,1044345174514708480,1537826267000,2018-09-25,00:57:47,?aeianei? ?na GTB,881918969942339584,softforsonny,kaitlyn,,This is probably gonna make no sense at all but I really wish I had something that I enjoy doing (apart from photography and occasionally singing). All the things I use to enjoy I have lost interest in and it’s lowkey sad,[],[],[],0,0,1,[],[],https://twitter.com/softforsonny/status/1044345174514708480,False,,0,,,,,,,"[{'user_id': '881918969942339584', 'username': 'softforsonny'}]",,,,
