numb,tweet,label
59,Nowadays I catch myself doing things or thinking about doing things and immediately thinking “what’s the point” and then I end up just lazing about in bed.  I honestly can’t tell if I’ve actually lost interest in everything or if I’m just lazy.,1
60,"l told myself I wasn’t gonna nap today because i’ve been sleeping too much, but here i am waking up from a 2 hour nap i guess i’ll try again tomorrow",1
61,Try to keep up with social activities even if you don’t feel like it. It'll help with,0
62,"@tonyfernandes i lost 10 kilos in 3 mths skipping any soda drinks &amp; fruits as replacement. give it a try, ull never know ",0
63,"Ready for bed, making a mental list of the things I need to do tmrw -- a lot !! Nite tweeps.. ",0
64,"Nasa point ako na idek what exactly I'm REALLY great at. I stopped doing the things I used to love, I lost interest in improving my skills, and I just settled with what I already have/am. 

Jack of all trades, master of none.

I need to push myself.
I need to move forward.",1
65,"@tferriss Hi Tim, what are your thoughts of Buenos Aires?  Have you you written anything on it?  Will be going there soon ",0
66,@kerner what is your opinion of best Japanese food with decent price in Springfield? ,0
67,@TOMinWPB Hell yeah!  ,0
68,Hang in there sister! It'll get easier. ,0
69,Is in Athens ,0
70,Here I am at 5am incapable of sleeping because I’m thinking too much about Chinese food when I don’t even like Chinese food,1
71,Well of course the brave donga took his stream down. No more need stream. People only mock and point. No super berry after stream over. Must not let other braves see I am a coward and liar. Many thanks to vamp. I canny work fireplace by myself. No failure. No vamp. No fireplace,1
72,Good Sunday AM to my Twitter ride or die peeps! ,0
73,So my heart is trying to just forget and have fun but my mind is going so fast trying to make sense of senseless things. Nothing feels right and everything feels wrong and I am so very tired.,1
74,I’m so depressed. I just finished the Fallen Crest series and now I don’t know what to do with my life. It doesn’t help that I’ve spend 11 hours a day for the past week and a half reading.,1
75,"@macitout and recording music here with Nona Hendryx of Labelle. Hit me back sometime. Hope to talk to you soon. Best, Alex ",0
76,@dantheo thanks ,0
77,"This hot weather is kicking my butt..I have zero appetite and all I want to do is sleep. Poor Talon has to deal with my grumpiness, I'm trying not to be. 😭",1
78,"""Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?""",1
79,@AdamasityBarbie haha u know what's popping tonite ,0
80,at gator joe's with heather and then movies tonight!! ,0
81,I easily become irritated about a lot of shit,1
82,@RoxOnFox Hey whats good Roxanna? ,0
83,going to the mall ,0
84,@Claire93 They arent on yet it dosent start till like 10.30 dont worry!! ,0
85,I become so easily frustrated and irritated lately...😔,1
86,Headin to the bus. Party today! ,0
87,"the river seems like a nice place to celebrate the end my friends, this is finally fucking it ",0
88,"I felt great today too because of it, I usually have trouble getting a full nights sleep as I'm one of those people where once I'm awake I have difficult falling asleep again

Been finding audiobooks help me drift off a lot!",1
89,Can Lou stop doing Vlive while I am sleeping? I JUST WANT TO TALK TO MY BOYFRIEND BUT HE BE PLAYING TOO MUCH,1
90,"@cr8en I'm psyched.  It's not a funny interview, but great content.  Gives u a  glimpse into a rags to riches to rags to I'm okay story ",0
91,i become agitated and irritated so easily like over the most minor inconveniences and i know people say that a lot to look edgy or whatever but like ?? i could genuinely turn my room upside down over the most insignif things if im in that headspace,1
92,When the male elves on lord of the rings have better hair than you... ,0
93,"@khaled74 hater  You're done so soon, you should enjoy your last time here hah",0
94,i CANT BELIEVE I MISSED HER IG LIVE UGH I AM A FAILURE,1
95,"My dad just joked about me committing suicide? Like- seriously? I know he didn’t mean it, but I struggle with those thoughts every day and he’s able to just make light of it easy as that?",1
96,"I always have trouble concentrating when I get back from appointments and errands. Being busy made me forget that crummy review from this morning, but then I remembered again. Not the best day in the world -- but also not the worst.  pic.twitter.com/vRwdVqBkkD",1
97,".@mmbc @matthewmelnyk I'll pass an email along to my contacts at Facebook re: FacebookGate, Canadian style. ",0
98,@derrickhoh http://twitpic.com/643g9 - This is superb greatness! ,0
99,Goodnight Stars.... ,0
100,@dr_jared hahaha - like the hat! ,0
101,Very frustrating in my case it is just that too much pain laying skin burning body throb. etc. I sleep a couple hours on nights I am spent completly exhausted could not even tell you what year I slept four hours straight. Wish i liked sleeping pills wait I couldnt get those now,1
102,"I want to become an old person, so I can be needlessly rude to everyone, and block aisles and footpaths for no good reason, and get angry when people need to get past",1
103,http://twitpic.com/6blfz - i never turn down a hot fudge sundae. even at 12:30am.. heistheebest ,0
104,It is fucking 11:58 PM and I’m eating a whole ass meal. I even served myself on a small plate to “try to keep myself from overeating” but the only person I am fooling is myself. WHY AM I LIKE THISSSSSSSSSS,1
105,Morning guys! Hope it's a marvelous sunday for yall. Just a little update I feel better today but still not good enough/have enough energy to do a 12hr stream. Sadly I'll have to push that back.  I will be live for a few hours today! I'll keep you updated as to what time❤,1
106,114  ??????????????????????????????????????????????????????????.......?????????????????????????   ?????????w??????????????????w??????????w   ??????????????????????????????????????????????????????????????????????2?????????????????????????   ?????????????????????????????????     ??????????????????????????????????????????????????????  pic.twitter.com/8JfdnOID7w,0
107,@paper_hand you make me giggle ,0
108,"@EqCollections I did make contact today, and Kathy emailed me some forms. Thanks again! ",0
109,To build this wall there are going to have be small temporary settlements built for the workers to get it built. The towns we passed through were small and depressed with bad infrastructural. It was hot and almost no one lived in the areas. By the grace of God we got home.,1
110,I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   ,0
111,Guess who’s not getting a New Year’s kiss again? It’s me (-: I’m depressed,1
112,does anyone have tips on like...staying asleep? the past couple of weeks i have had so much trouble falling and staying asleep even though im sooo tired! ):,1
113,Think i want lamb chops from Connors! I’m a little tired tho😩maybe I’ll have energy tonight.,1
114,"I don't wanna see you cry
You don't have to feel this emptiness
She said, ""I'll love you 'til the day that I die""
Well maybe she's right
'Cause I don't wanna feel like I'm not me
And to be honest, I don't even know why
I let myself get down in the first place",1
115,"Things that I said I would never do, I’m now doing. The things I once lost interest in , I have regained that interest. I’m admitting my faults and even confronting my flaws.",1
116,"I struggle with whether to put this out there or not, as I am very tight lipped about my emotional states on a day to day basis, but in honor of  here goes.

THREAD, of course.

Anyway, The first time I thought of suicide, I was 8 years old.",1
117,@JustinOEarlwood #awesome news for the blues,0
118,I just hit my 500th update. COOL! ,0
119,"im tired and have nothing to do so why dont i just

do you want a starter?? can be for the crowvo party too if you in that?? i do? something? nothing very innovative im sure but i just feel like doing things now so poot on my lap",1
120,I weaned the amitriptyline to 0 because of weight gain. Tricyclic antidepressants have 99% zero (0) side fx unlike ssri's/maois/ ect but my ibs is worsened by the overeating. I am stashing them for coming down from missmlly. I am meta-detoxing,1
121,I’m big on positive thoughts and energy and I wasn’t gonna share the best news of my life with people who could and would have had terriblr thoughts about me or my little family.,1
122,The Lakers got it..  hahaah this is why i love LA,0
123,@mojustice I've heard this fall. I'm waiting too! ,0
124,Weekend with the 151 girls in Baltimore  ,0
125,"first of all, 2018 wasn't as tragic as I always say it was, but yeah it still WAS pretty bad. It was the year when I walked into the adulthood and I spent most of it on being depressed but 2019 will be THE year of changes for me and I'm scared as FUCK",1
126,I feel so so bad for MSUs defense. They stand on their heads and shut down the opponent every game this year and lose because of a dormant offense. There is no excuse for not being able to get into the end zone. Make changes next year now!!!,1
127,I am a Pinterest Mom Failure. Today is my favorite day of the year and I have literally RUINED ALL of the holiday gifts Charlotte and I spent all weekend crafting. 😞😞😞,1
128,I’ve really lost interest in doing things 😩💀,1
129,I hate talking to be that's drunk an I'm not cause I easily become irritated,1
130,@FollowMe_RnBE Blue - One Love  .. next time,0
131,I seriously hate when I just become real moody and angry for no reason .,1
132,"@showingmyassets Smiling in accord, in Texas ",0
133,"So on my to the airport AGAIN!! Lookin 4ward to BCN n Sonar, will b gr8 2 have a few days to chill b4 the party madness ",0
134,"There.  I've done my spamming for the night.  Heh.  Need to go write, now ... Howdy, all! Hope folks had a good day.  ",0
135,It's the princess' birthday. ,0
136,@mileycyrus thank you miley  we are you best fans in the world *-* we luv u ,0
137,"all this “gonna make big things happen in 2019” y’all, im just glad my depressed ass made it to 2019",1
138,Retweeting @jquipp: Search Engine People Named One of Canadaâ€™s Fastest Growing Companies by Profit Magazine http://bit.ly/A3XRA --&gt; ,0
139,"I think it’s wonderful & supportive of everyone to offer an ear & support to people with thoughts of suicide or struggling. As a person who often thinks about suicide & struggles with depression, I would never reach out to a person whether it’s someone I know or not. It’s a lot.",1
140,Feels like a weight lifted off my shoulders. Done with my presentation  ,0
141,Awards day today ,0
142,my favorite ginger with the hair is back on air tonight.  how i've missed you conan. ,0
143,"those behavioral health surveys that always have that question ""loss of interest doing things you normally enjoy."" I'm sitting in front of my new ps4 slim installing a game i already own on PC, along with the new spider-man, and now i've lost interest. bruh",1
144,I Barely Tweet???? I Have No Followers????,0
145,@bep mad song guys ,0
146,@skinkl yeah right - you!?! ,0
147,I really have trouble falling asleep. If I don’t have a busy day or something it’s hard for me to sleep at night sometimes 😕,1
148,I always struggle to keep my attention on an international friendly for a full 90. I hope this one proves me wrong,1
149,@parislisbonne I'm glad you liked it   Want more?,0
150,Laying in bed watching a movie...thinkin about a nap ,0
151,Overeating is seriously not good for those who didnt used to eat alot . My legs feel numb while working out . I dont feel my legs though . I am nearly catch cold .,1
152,I love my hair colour. Never going back black. Oh... and I love the road I'm on ,0
153,"As the days went on, I felt worse & worse. Alone. Confidence vanished. Useless. I didn't go back to contemplating suicide, the way I did in my recent past (most of my life), but I did begin to struggle with the thought that I want to live, but can't find 1 reason why. Trouble.",1
154,"I will not attend the grand alumni homecoming bc based on the Standards and Expectations™ [they've] set, I AM A COMPLETE AND UTTER FAILURE.",1
155,My mania has also become dysphoric. I'm useless again because I'm just angry and uncomfortable now for no reason and I can't focus.,1
156,Today's ECLIPSE was a warm fuzzy for the entire country. A GIANT GROUP HUG❤️😎💕#EclipseSolar2017 #repair #smiles,0
157,"@vmlemon University of The West of Scotland here  We just merged with Bell Collage last year. Same ,all over the place",0
158,I had to turn bird box off i am : a failure,1
159,wildwood... tick tock tick tock ,0
160,Im gettn off at 445 fuck dat lol its pay day gotsum shit to do be4 my nite start ,0
161,"@jawar thanks for that good piece of tip, I already do that once in a while ",0
162,@N can you invite me ? ,0
163,I'm mostly just really grumpy because I'm tired but new years is just..whatever..its just my depression back in my face..the whole year with no accomplishments..and being forced to stay awake until midnight with screaming drunk relatives I don't feel good around,1
164,I'm starting to become angry about everything for no reason and it sucks,1
165,@lisaannsandell messed up the timing and missed you at BEA on Friday.  from a distance looked like you had some good traffic. ,0
166,cant believe ive lost interest on things i used to have so much passion in doing,1
167,Carbs and sugar only for the next month after this week I am dying from overeating,1
168,i‘m just scrolling tru the tl and bts‘ posts and crying because i am a failure and can’t put into words what i want to say to the person who means the most to me and how much i love him,1
169,"@mrskutcher Have you ever gotten a tarot reading?  I'd love to read for you sometime.  Thanks so much for your work, btw.    Best!",0
170,@jonesware you might want to check out the Dolphin Hotel pool and beach. It's very refreshing and order lunch poolside ,0
171," and hell are exactly alike, except sometimes you get brief respites in hell.",0
172,"All certain that i am a failure
Most bet on me to fail 👎
Ok.. Suffering goes and i won't give up easy, no
I will make 'em sleep and wake up dreamin' of me.
Only chance to capture it",1
173,I become so irritated... aggravated && very easily annoyed when I'm hungry 😕,1
174,"18. favorite relaxing hobby? i used to write, read, and draw a lot... i’ve kinda lost interest in doing a lot of things i enjoy so i don’t really do much of that anymore so lately i just put a game (mostly sims 4) on and zone out",1
175,lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.,1
176,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,0
177,"http://twitpic.com/4x6kl - I am who i am,simple like this ",0
178,I did and I still got dust under it I AM A FAILURE,1
179,"I feel like I say that shit every year but ONE YEAR I really am gonna sabotage this dinner & ruin the tradition forever cause I’m tired of playing head chef . I don’t even get paid ! Fuck family , run me my coint ! Hungry ass niggers .",1
180, That I can do more than I think I can. I have a lot of potential energy within me! I achieved some things I initially thought we hard to do in so much little time... Cheers to that!!!,1
181,Considered myself as positive or that's what I was trying always to apparent even when I was feeling down and sebastian taught me that it's ok to feel sad/anxious at times. He taugh me to embrace that side of me and to tell people when I'm not feeling good. I've also always +,1
182,"I have trouble staying asleep these days, not because i'm down but because so much is happening my mind is jumping out of bed a half hour before me",1
183,Uncharted 4 on Crushing is the least fun I've ever ha splaying a video game  ,0
184,"When I say carers can help with mealtimes in hospitals, I am not suggesting that they exhaust themselves by continuing to help. I mean that if you have someone who has a poor appetite having a familiar face can really help - that's all.",1
185,"For all of those who suffer from   and find NYE difficult, I know we can get through it together.",0
186,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0
187,@TwilightEarth Daybreak is my favorite time of day. ,0
188,I have trouble falling asleep because my mind doesn’t stop racing,1
189,Curtis Jest always knows what to say when it comes to mysteries such as love. ,0
190,"graduation: 12
last day of college: 15
last day of current job: 32
hijinx: 33
360: 36
zd new years: 37
first day of my job: 38

i am excited/nervous/sad/manic/terrified/happie/proud/mightexplode/hahahelp/overeating/stressed/didipaythewifi/needtoclean/someonechokeme",1
191,"i have quite a child-taste-preference LOL and poor appetite during the day so maybe my meal is.... brunch > fruit jelly and water, late lunch > runny egg and macoroni soup?, past midnight > whip myself up a full course meal (mashed potato, ramen, jelly and iced tea as dessert?)",1
192," Working on Pill for ... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!",0
193,i actually had trouble falling/staying asleep for 6 years now and i am not gonna lie medication did help a little bit but listening to ‘blue side’ and ‘sea’ helps me fall asleep and then stay asleep without pills these two songs have such a soothing tone that makes my nerves calm,1
194,is about to build a website ,0
195,@JessikaSays yah basically she is right ,0
196,CALI JULY 2- 6 &amp;&amp; VEGAS AUG 28TH -31ST ,0
197,"@JonathanGiles don't reveal all your tricks, you're ruining the magic ! you're no david blaine yet  (got any magicians in NZ ? ",0
198,my cousin and her kids are visiting and i do not have the energy to deal with two little girls who inexplicably love me,1
199,My saturday office  http://twitpic.com/697o6,0
200,I'll probably be one of the few who won't watch the new Avengers movie. I just lost interest in the things i used to love doing. It sucks!!,1
201,Maybe I'm better off dead if I was would it ever be enough? 🎶,1
202,hfjhdhhdjjjfhffj I HATE myself whenever I'm on my period I easily become irritated af,1
203,*Camp Wiggi* Training at the YMCA from 10am to 7pm  such a long day but I love my camp friends &lt;3,0
204,"@LiiLiii el shar ma yjech  , I feel better than theis morning,  but I stell feel deazy, it's nothing compared to the tommy pain.",0
205,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",1
206,Some of y’all be saying you have FAITH but don’t. Still be doubting the power of God. Just trust ‘em. I know my faith gets rocky sometimes but I never got let down unless I let myself down by not trying,1
207,Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @AnewPerspective #magical  #be,0
208,"@gk_minusalltop N/M regarding the previous note, I see this is your account for non-alltop tweets ",0
209,@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,0
210,"@AlyssaMD never too late to try again. my mom bought me a guitar, so i had to learn to play it back then. talk abt forcing u  off to bed!",0
211,"this is when i started having a struggle with suicidal thoughts. there wasn't a doubt in my mind that i would be better off dead, that i was only a burden on the people around me. i struggle with these feeings and thoughts to this day.",1
212,The way we talk about excess fat and overeating is fucking toxic and I am living proof that is does more damage then good. I'm sure this story is familiar for a lot of people. Just something to think about before you go on insisting that excess fat is the cause of unhealthiness.,1
213,what if i am overeating and pulling out my hair not due to stress but instead to make it easier to pull off my greg universe cosplay,1
214,I am contemplating sleeping on the floor just cause getting up is too much effort,1
215,2019 I HAVE to focus on self love I really let myself down this year,1
216,"I want to believe 2019 is gonna be better, but honestly it won't. I'll still be anxious, I'll still be depressed.

Only difference is that I'll be more prepared to deal with my own shit.

Peace out. 🤙",1
217,I really don’t feel like going nowhere im so tired from yesterday and today,1
218,i am so tired. going for a shower then to bed..  NIGHT!  oh and its so cool that @metrostation is here in the phils. yay! haha ),0
219,@spurofmoment ,0
220,You know what happens when one of your coworkers is 17? You hear the same Justin bieber song so many times you learn the words lmao. But he also has 80s/Queen on it so he's not completely hopeless 👌👌👌,1
221,I wonder if I still have glass shards stuck deep down in my hands from that accident I was in years ago. Sometimes I feel little hard bits under my skin,1
222,I am tired f but im fighting it. Im sleeping too much,1
223,"For me to bring a guy home I have to really like him, cause my family will not let it die down",1
224,"@JebDickerson Hi, Doc Dickerson! Howdy? Opened a new Twitter account to tweet in my native jargon, too ",0
225,i've had no trouble falling asleep in over a week i was truly living the life so why did it have to change now H,1
226,"Just when I thought I was recharged from 2 nights sleeping early, my body battery got some hammering tonight, just getting home now. I am breaking. And dancing was too much. Body is hurting so much. Tomorrow will be heal day. I want to play games but too tired.",1
227,2008 - 2016 has been most uninspiring time in USA history.   run amok. Call it .,0
228,I’ve lost interest in most things other than music in life that’s why I suppose i indulge and tend to spend more when it comes to music. That’s the only thing i find myself happily doing,1
229,@ethansuplee are you in Oregon?  I got married in Oregon. ,0
230,I'm a proud father to a mustache #babystache #adorable #newborn,0
231,"How all my family parties go:
-I decided to climb the rock wall
-Amanda was the anchor
-I got to the top and was gonna come down so I let go
-Amanda didn’t have me
-I fell straight on my back on cement 10 feet in the air
-I’m now dying
This is why we can’t be trusted together  pic.twitter.com/Jnl1iYVrCG",1
232,I am proud to report that despite overeating over Christmas break and completely discrediting 3 weeks of going to the gym that I fit in them comfortably and without muffin top,1
233,getting ready for work! hopefully the beach after. ,0
234,Tired of little disagreements becoming large altercations bc people have poor communications skills. I don’t have the energy for it.,1
235,i would be better off dead tbh :)),1
236,Good morning tweeps!  Now this is a much better morning ,0
237,"Having one of the biggest personal crises of my life (which may take months to resolve), at the same moment my dog might have cancer, at the same time the fate of the country hangs by a thread.  Having trouble concentrating on the lecture I'm giving Tuesday...Just had to unload",1
238,@OnFrozenBlog I'll have to see for myself since I have Citi Field first-hand knowledge. ,0
239,Best idea ever! Peanut butter AND syrup on pancakes! ,0
240,"Even in my 40’s I have trouble falling asleep on Christmas Eve....I love knowing that when I wake up, it will be Christmas!",1
241,Hey Andy Van Dyke Thanks for the recent follow! Happy to connect :) Look forward to your next interesting posts.,0
242,@ marynabadenhors Thanks for the comment Maryna. The explore vids are great  - http://www.explore.org/,0
243,"Congrats Kayl/Teiteng 05 up to a better level  sorry for my man he only payed 5 m, a foot on the face and we spend all night at hospital",0
244,So the nurse was like “have you lost interest in doing things?” And I legit took a full beat to stop myself from making a joke because this is SERIOUS. So I lied and said no instead.  ,1
245,"I have no problem with cell phones, only with loud annoying cell phone ring tones...ever heard of vibrate ",0
246,"@AshleyTaylor_x3 @shellbee123    ohhhh no! I forgot @beafluteiful. Im sowwy boo, i love you too.",0
247,Went shopping try to get things fixed Yo my shit went BOOM  I trapped the wrong program Oop's Blue sky shining at me Nothing but blue sky,0
248,@Doubledown_InSL  Thanks and your always welcome..   ,0
249,PEOPLE GET ONT TWITTER...................to late going to facebook ,0
250,"Hello! Just over two hours left of 2018 so here is my final summary of the year.

TL;DR: I simultaneously feel like I've achieved a lot, and that I have not come very far. I'm going into 2019 feeling tired and small but with keen resolutions to help better myself more.",1
251,@whitro6060 happy birthday! ,0
252,I think I would be better off dead.,1
253,"“I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away.”",1
254,@kiirrrssttyy No. we still could! Its our dream so we can do what we want! hahaha ,0
255,"@collierchin sweet, I'll tweet when I head over... Hopefully you're recovered by then ",0
256,"@rosevibe well next time then, next time. ",0
257,Woohoo.. The Da Vinci Code on Pro7 this evening  #OTR,0
258,"I’ve been having so much brain fog and trouble concentrating for the past few years and have missed reading so much and I finally found a book I can lose myself in and I feel so at home 

Th Alice Network is absolutely amazing and when I finish it’s going to be so bittersweet",1
259,I AM TAKING THIS BULK SEASON SO SERIOUSLY THAT I AM OVEREATING MY ASS FOR THIS PAST FEW DAYS! ,1
260,@azina No problem! Praying is important ,0
261,"I don’t know if y’all know the strength and mental capacity it takes to sit with your thoughts, accept them all and constantly tell yourself youre okay... I’m so blessed and thankful that i don’t feel as tired as i could",1
262,Good morning twitter!!! ,0
263,is loving how sunny it is - even if in work - it's still nice to look at ,0
264,Nothing better than seeing your first friends. ,0
265,@NettyP dang...where do u work? Do they have a branch in CO? ,0
266,"@xoxovideogirl Hey Hun  i'm good thanks, how are you? and yes i do still remember the user and pass.. i'ma check on it now ",0
267,"@truthuniversaly What @wrongheaven said. Also, have you tried okcupid? I like that one more than POF for free sites ",0
268,"@fifi_lacunt awww, to the french fry tweet ",0
269,"it's difficult to know if someone is considering it, because it isn't clear.
I *still* struggle with thoughts of suicide everyday, but it's not something I show, or really discuss. But knowing my friends actually want me around, and even having outside things to look forward to+",1
270,@realDonaldTrump where's the proof? ,0
271,One week on SW and going to gym. Smashed it #weekone  #goals #sw,0
272,"@volvox23: I had charlie chan, calzone, potato halves &amp; 4seasons frm yellow cab + lumpia + salmon belly strips ",0
273,"@chuma_zuzani yes . So many people make me angry , then I hold a grudge for no reason , I become stubborn . I don't apologize, I never do .",1
274,"'Best customer, ... We are pleased to inform you that the order has been sent today.' #butterflies #excitement #technojoy #music ~ OP-1 &lt;3",0
275,@msunurse08 I'm new to twitter!  this is courtney walker by the way  I can't upload a photo!,0
276,Recording sessions are the shit!  hopefully some demos soon...,0
277,"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5",1
278,"but your support sends fuel straight to my short little fingers. I drew more this year than in the past 5, and I’m so glad to have had your help renewing my creative energy. Feels Great Man.",1
279,I hate the colder seasons because I inexplicably become a less angry person for no perceivable reason and that disturbs me,1
280,"Sometimes parents become angry for no reasons ! 🤷🏻‍♀️🤷🏻‍♀️
When I'll become a parent I'll make sure I won't be like one 💯",1
281,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,0
282,Damn I'm the only one who didn't get JB tickets??,0
283,Things that threaten my relationship when I am home include too much sleeping and feeding the livestock... 🤦🏽 Bathong dipodi tse.. 😂🤦🏽,1
284,"and need constant care and attention and idk if i could ever do that because i’d want to keep my child in a cocoon forever, and safe.. and i give kudos to these parents who struggle, especially single parents.. because they’re trying really fucking hard..",1
285, is part of nature's survival system explains my guest John Shearer.,0
286,"to be completely honest i’ve lost a lot of interest in the things i love, even the things i’ve only recently started to enjoy, and i don’t think that’s a good thing, im worried for myself (i don’t even know what mx are doing)",1
287,"Maybe I'm better off dead, if I was I would it finally be enough, to shut out all those voices in my head?",1
288,"I'm far too sober to find porn weird enough to keep my attention.

The struggle is real.",1
289,@mysgreen she did ask for a copy of Love Me Coo ,0
