,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
34,1056826912411049985,1056826912411049985,2018-10-29,hydenjackie,i rly lost interest in the things i m currently doing huh :(,[],i rly lost interest in the things i m currently doing huh :(,1
35,1055684380629200896,1055684380629200896,2018-10-26,lokixjonas,I lost interest in stranger things when I was doing the rewatch for season 2 but I still love Finn Wolfhard.,[],I lost interest in stranger things when I was doing the rewatch for season 2 but I still love Finn Wolfhard.,1
36,1053198485544226816,1053198485544226816,2018-10-19,black0_0rabbit,It's sad to see the things I've let go of or stopped doing or lost interest in solely because of shit lie depression and anxiety and just Adulting yano. Mate 😭. Glad I'm getting them back bit by bit yano,[],It's sad to see the things I've let go of or stopped doing or lost interest in solely because of shit lie depression and anxiety and just Adulting yano. Mate 😭. Glad I'm getting them back bit by bit yano,1
37,1052308532823916544,1052308532823916544,2018-10-17,ewhisperss,"At this point in time, I'm honestly feeling like I'm 90% done with editing. Maybe just for a while, but I've lost my LOVE for it. I'm only interested in editing very specific things. I currently have zero interest in doing my own full videos for my channel. I just wanna do packs.",[],"At this point in time, I'm honestly feeling like I'm 90% done with editing. Maybe just for a while, but I've lost my LOVE for it. I'm only interested in editing very specific things. I currently have zero interest in doing my own full videos for my channel. I just wanna do packs.",1
38,1051878423755411456,1051878423755411456,2018-10-15,t13583649,"I'll never forgive myself for cheating multiple times, losing interest in the love of my life, doing bad things when i lost hope. stealing from others and changing my name, because i should have been faithful from the jump start.",[],"I'll never forgive myself for cheating multiple times, losing interest in the love of my life, doing bad things when i lost hope. stealing from others and changing my name, because i should have been faithful from the jump start.",1
42,1049042161029795840,1049042161029795840,2018-10-08,lostkatt199,"Idk why , but i lost interest in all the things i used to love doing before 💔",[],"Idk why , but i lost interest in all the things i used to love doing before 💔",1
43,1048806760465674240,1048806760465674240,2018-10-07,caaittllin_v,something’s wrong w/me because i’m not caring about things i should be caring about anymore & i’ve lost interest in things i used to love doing WHATS WRONG WITH ME,[],something’s wrong w/me because i’m not caring about things i should be caring about anymore & i’ve lost interest in things i used to love doing WHATS WRONG WITH ME,1
46,1047584901720133632,1047584901720133632,2018-10-03,darkbowser131,"one thing I like about big events like Revo is they kind of reset my interests and allow me to think about doing things differently

example: I was playing a dumb timesink game a fair bit before but now I've thankfully lost interest in it again",[],"one thing I like about big events like Revo is they kind of reset my interests and allow me to think about doing things differently

example: I was playing a dumb timesink game a fair bit before but now I've thankfully lost interest in it again",1
49,1046445394803154945,1046445394803154945,2018-09-30,trcsmbjn,"in just one blink, i lost interest in doing things i thought i love the most???????",[],"in just one blink, i lost interest in doing things i thought i love the most???????",1
50,1046233445209452544,1046233445209452544,2018-09-30,lividbeach,"I just realized how much I lost interest in gaining a following for the things I do, which is ironic because the reason I made the Livid Beach was so I could gain an audience with the things I like doing now",[],"I just realized how much I lost interest in gaining a following for the things I do, which is ironic because the reason I made the Livid Beach was so I could gain an audience with the things I like doing now",1
52,1045867440587124736,1045867440587124736,2018-09-29,dreamingly,"I watched the movie ""Mother!"" In the background today while I was doing other things and I started to get interested until I realized the allegory it was doing, and then I lost a lot of interest in it

It was weird.",[],"I watched the movie ""Mother!"" In the background today while I was doing other things and I started to get interested until I realized the allegory it was doing, and then I lost a lot of interest in it

It was weird.",1
53,1045676886892863489,1045676886892863489,2018-09-28,faleyyjagger,"Ive lost interest in many things. I cant focus on doing my work. Im always stress, even with simple tasks such as eating. Driving is a hell. Sitting becoming uncomfortable. Sleeping had become hard to do.",[],"Ive lost interest in many things. I cant focus on doing my work. Im always stress, even with simple tasks such as eating. Driving is a hell. Sitting becoming uncomfortable. Sleeping had become hard to do.",1
54,1045225197538816000,1045225197538816000,2018-09-27,rodneygoldd,I’ve lost interest in so many things I used to be passionate about and I’ve come to realise it’s best not to force it. No point doing things half-hearted.,[],I’ve lost interest in so many things I used to be passionate about and I’ve come to realise it’s best not to force it. No point doing things half-hearted.,1
55,1045048249311272961,1045048249311272961,2018-09-26,midnightmegaera,"Not sure if it’s everything going on atm but I seem to be pretty ‘blah’ atm. Lost interest in reading, watching stuff and doing certain things.. :(

Hoping to rest and relax this weekend to hopefully help",[],"Not sure if it’s everything going on atm but I seem to be pretty ‘blah’ atm. Lost interest in reading, watching stuff and doing certain things.. :(

Hoping to rest and relax this weekend to hopefully help",1
56,1044345174514708480,1044345174514708480,2018-09-25,softforsonny,This is probably gonna make no sense at all but I really wish I had something that I enjoy doing (apart from photography and occasionally singing). All the things I use to enjoy I have lost interest in and it’s lowkey sad,[],This is probably gonna make no sense at all but I really wish I had something that I enjoy doing (apart from photography and occasionally singing). All the things I use to enjoy I have lost interest in and it’s lowkey sad,1
57,1044171974627418112,1044171974627418112,2018-09-24,adroitbts,I feel weird and I’ve suddenly lost interest in the things I like doing,[],I feel weird and I’ve suddenly lost interest in the things I like doing,1
59,1043642129954865152,1043642129954865152,2018-09-23,k_w_t_a,"I kinda lost interest in doing fan art type stuff and wanted to draw more original things. That's why now it's kind of upsetting that, that's what seems like gets you noticed and get an audience.",[],"I kinda lost interest in doing fan art type stuff and wanted to draw more original things. That's why now it's kind of upsetting that, that's what seems like gets you noticed and get an audience.",1
61,1042075248474980352,1042075248474980352,2018-09-18,vipforbb,"I dont hav purpose in doing things, i just do things cuz it is supposed to but these days,,, it became worse. I lost interest in everything",[],"I dont hav purpose in doing things, i just do things cuz it is supposed to but these days,,, it became worse. I lost interest in everything",1
62,1041832589634535424,1041830877368598530,2018-09-18,layniemillah,"In short I kind of lost interest in doing a lot of things I like. I know this is a semi-common story but it’s never happened to me like this before, so honestly I kind of holed myself up a bit.",[],"In short I kind of lost interest in doing a lot of things I like. I know this is a semi-common story but it’s never happened to me like this before, so honestly I kind of holed myself up a bit.",1
63,1041514360114438145,1041514360114438145,2018-09-17,shaniabrianne,I’ve lost interest in so many things within the past 2 years so idek what I’m doing anymore 🙃,[],I’ve lost interest in so many things within the past 2 years so idek what I’m doing anymore 🙃,1
64,1040724174048772097,1040724174048772097,2018-09-15,fenrysk,"those behavioral health surveys that always have that question ""loss of interest doing things you normally enjoy."" I'm sitting in front of my new ps4 slim installing a game i already own on PC, along with the new spider-man, and now i've lost interest. bruh",[],"those behavioral health surveys that always have that question ""loss of interest doing things you normally enjoy."" I'm sitting in front of my new ps4 slim installing a game i already own on PC, along with the new spider-man, and now i've lost interest. bruh",1
65,1040475520389922816,1040475515025420288,2018-09-14,emsflowerr,"My irls, checked up on me allllll the time and I told them I’m wasn’t okay and they thought I’m joking. I wasn’t sleeping, I wasn’t eating, I lost interest in things I loved doing like writing and reading. My world seemed to crashing in front of my eyes; I wanted to die.",[],"My irls, checked up on me allllll the time and I told them I’m wasn’t okay and they thought I’m joking. I wasn’t sleeping, I wasn’t eating, I lost interest in things I loved doing like writing and reading. My world seemed to crashing in front of my eyes; I wanted to die.",1
66,1040315328457310215,1040315328457310215,2018-09-13,sirwoley,My face looks horrible after the prison experience and sadly I also lost interest in a lot of things I love doing.,[],My face looks horrible after the prison experience and sadly I also lost interest in a lot of things I love doing.,1
67,1040090661884592128,1040090661884592128,2018-09-13,nappyheadedjoee,My depression & anxiety has worsened over these past few months. I’ve lost interest in things I once loved doing. Due to my tumor returning I’m unable to continue with TMS treatments & I refuse to take anti-depressants. Everyday is a truly a fight against my brain.,[],My depression & anxiety has worsened over these past few months. I’ve lost interest in things I once loved doing. Due to my tumor returning I’m unable to continue with TMS treatments & I refuse to take anti-depressants. Everyday is a truly a fight against my brain.,1
70,1037517234032132096,1037517234032132096,2018-09-06,relatableafacc,lately I’ve been hella fucking tired of life and how it’s been treating me 🚯 I’ve lost interest in the things I used to love doing ‘ ask me to hang out- I won’t feel up for it 😕 ask me how my days going - I’ll only talk about school nothing else 👩🏻‍🏫 I’ve changed.,[],lately I’ve been hella fucking tired of life and how it’s been treating me 🚯 I’ve lost interest in the things I used to love doing ‘ ask me to hang out- I won’t feel up for it 😕 ask me how my days going - I’ll only talk about school nothing else 👩🏻‍🏫 I’ve changed.,1
71,1037188018317262848,1037188018317262848,2018-09-05,jessrangel13,I’ve lost interest in doing a lot of things since becoming a mom. I rather be with my baby girl😍,[],I’ve lost interest in doing a lot of things since becoming a mom. I rather be with my baby girl😍,1
72,1035352942482620416,1035352942482620416,2018-08-31,amandamarie_s,Real talk: I’ve lost all interest in the things I normally loved doing... I feel like I’m losing a bit of “me”... and it sucks... I need to get my drive back!! 😔,[],Real talk: I’ve lost all interest in the things I normally loved doing... I feel like I’m losing a bit of “me”... and it sucks... I need to get my drive back!! 😔,1
73,1034974110399557638,1034974110399557638,2018-08-30,kenziejaneseitt,I’ve lost so much interest in the things I used to love doing even getting out of bed and going to the store is a big struggle but to me I just feel lost and i dont know what to do about it anymore,[],I’ve lost so much interest in the things I used to love doing even getting out of bed and going to the store is a big struggle but to me I just feel lost and i dont know what to do about it anymore,1
74,1034936896089141248,1034936896089141248,2018-08-30,jjeonhoe_,I wouldn’t necessarily say I lost interest in NCT. I just don’t feel the need to know what every member is doing BUT everytime I listen to them I FEEL THINGS! I will always stan their music until the end of time,[],I wouldn’t necessarily say I lost interest in NCT. I just don’t feel the need to know what every member is doing BUT everytime I listen to them I FEEL THINGS! I will always stan their music until the end of time,1
75,1034372098213306368,1034372098213306368,2018-08-28,chloemanuel,the sudden lost of interest in all the things i once loved doing is scaring me tbh,[],the sudden lost of interest in all the things i once loved doing is scaring me tbh,1
77,1032838356676296704,1032838356676296704,2018-08-24,your_pyt,I’ve really lost interest in doing things 😩💀,[],I’ve really lost interest in doing things 😩💀,1
79,1031388570634911749,1031388570634911749,2018-08-20,strgto,"I have anxiety about getting depressed. (Yeah, I know, fuck my brain)
Today I was looking at stuff I used to like doing that I don't now. OMG I'VE LOST INTEREST IN THINGS!
.... Wait, but I like new things now   pic.twitter.com/2tLVXErSkh","['#notdepressed', '#justmindgrowing']","I have anxiety about getting depressed. (Yeah, I know, fuck my brain)
Today I was looking at stuff I used to like doing that I don't now. OMG I'VE LOST INTEREST IN THINGS!
.... Wait, but I like new things now #NotDepressed #JustMindGrowing pic.twitter.com/2tLVXErSkh",1
80,1031163312673710080,1031163312673710080,2018-08-19,kdlxvy,i hate realizing i've lost interest in a lot of things i used to love doing i cant do anything about it except regret losing interest in them in the first place,[],i hate realizing i've lost interest in a lot of things i used to love doing i cant do anything about it except regret losing interest in them in the first place,1
81,1030958442771632129,1030958442771632129,2018-08-19,bellanoir_,Please don’t wait until I’ve lost interest in you to start doing the things you should’ve been doing from the beginning!,[],Please don’t wait until I’ve lost interest in you to start doing the things you should’ve been doing from the beginning!,1
82,1030721422862110720,1030721422862110720,2018-08-18,dearwhoever17,"What happened to my life? Why is that when I'm happy & doing fine, everyone else around me is depressed? And why is it that when I'm depressed, everyone else around me seem happy & doing fine? I lost interest in so many things. It sucks.",[],"What happened to my life? Why is that when I'm happy & doing fine, everyone else around me is depressed? And why is it that when I'm depressed, everyone else around me seem happy & doing fine? I lost interest in so many things. It sucks.",1
83,1030379775611699201,1030379775611699201,2018-08-17,shonroka,Love doing what I do but I lost focus or maybe just interest in everything else. Don’t know what it is but I need to really distance myself more from a lot of things.  ,"['#beattheoddz', '#bhzlife']",Love doing what I do but I lost focus or maybe just interest in everything else. Don’t know what it is but I need to really distance myself more from a lot of things. #BeattHeoddZ #BHZLife,1
86,1028687040311971840,1028644964543221760,2018-08-12,cobaltalh,"Yeah but I have a huge backlog as it is and it weaseled out of my ""games I can play casually while doing other things"". Rn they are: Dead Cells, Nuclear Throne, and Hearthstone.

It's not a bad game, I just lost interest in it.",[],"Yeah but I have a huge backlog as it is and it weaseled out of my ""games I can play casually while doing other things"". Rn they are: Dead Cells, Nuclear Throne, and Hearthstone.

It's not a bad game, I just lost interest in it.",1
88,1027294598018752512,1027294598018752512,2018-08-08,sherideetz,"I realised i have now lost interest in 90% of the things i used to love doing years ago. Zero motivation. To top it off, my IQ level is probably diminishing as well.",[],"I realised i have now lost interest in 90% of the things i used to love doing years ago. Zero motivation. To top it off, my IQ level is probably diminishing as well.",1
89,1027121701929345024,1027121578117685248,2018-08-08,dope_chyna,"I’m getting tired it’s 5am😭 story cut short. Honestly, depression is R E A L yo.I never would have thought I would be going thur such a thing. I isolated myself & push many away & even lost interest in things I love doing. I found myself being angry",[],"I’m getting tired it’s 5am😭 story cut short. Honestly, depression is R E A L yo.I never would have thought I would be going thur such a thing. I isolated myself & push many away & even lost interest in things I love doing. I found myself being angry",1
91,1026358583158616072,1026358583158616072,2018-08-06,denglish399,Nothings worse then finding yourself pushing everyone away. I have lost all interest in the things that use to bring me happiness. I wish I could figure out what I am supposed to be doing with my life right now. So many questions yet so few answers. 😕,[],Nothings worse then finding yourself pushing everyone away. I have lost all interest in the things that use to bring me happiness. I wish I could figure out what I am supposed to be doing with my life right now. So many questions yet so few answers. 😕,1
93,1024908657060798469,1024908657060798469,2018-08-02,renathaindra,I've lost interest in many things I supposed to have fun doing in the past. I'm bored.,[],I've lost interest in many things I supposed to have fun doing in the past. I'm bored.,1
94,1023415395896774657,1023415239155625985,2018-07-29,asking_jewels,I think this kinda why i lost interest in doing this bc the only things i ever get now is really nasty and hateful stuff,[],I think this kinda why i lost interest in doing this bc the only things i ever get now is really nasty and hateful stuff,1
95,1022610620917731328,1022610620917731328,2018-07-27,gomi_nokami,Nowadays I catch myself doing things or thinking about doing things and immediately thinking “what’s the point” and then I end up just lazing about in bed.  I honestly can’t tell if I’ve actually lost interest in everything or if I’m just lazy.,[],Nowadays I catch myself doing things or thinking about doing things and immediately thinking “what’s the point” and then I end up just lazing about in bed.  I honestly can’t tell if I’ve actually lost interest in everything or if I’m just lazy.,1
96,1022367552012525568,1022367552012525568,2018-07-26,kashryver_,I lost interest in all the things I loved and found an escape in doing them...that's how much my life is fucked up.,[],I lost interest in all the things I loved and found an escape in doing them...that's how much my life is fucked up.,1
98,1021866898634559488,1021866898634559488,2018-07-25,emansiji,"I've lost interest in doing a lot of things I love. Not the passion, that's always there. I just lack the motivation and the energy to get back into these things",[],"I've lost interest in doing a lot of things I love. Not the passion, that's always there. I just lack the motivation and the energy to get back into these things",1
99,1021777533262426112,1021777533262426112,2018-07-24,melissaznl,"i lost so much interest in doing things yea ;'"")",[],"i lost so much interest in doing things yea ;'"")",1
100,1021320138639806464,1021320138639806464,2018-07-23,emskizzels,I’m finally getting my motivation and drive back for doing things I’ve lost interest in for no apparent reason... and it feels damn good to be back,[],I’m finally getting my motivation and drive back for doing things I’ve lost interest in for no apparent reason... and it feels damn good to be back,1
101,1020015600280600576,1020015600280600576,2018-07-19,braaaaddd_,"I hate that I kinda lost interest in the things that I loved doing. Video games hardly phase me anymore. Like I play games just to play them, but I honestly dont even enjoy it at this point ://",[],"I hate that I kinda lost interest in the things that I loved doing. Video games hardly phase me anymore. Like I play games just to play them, but I honestly dont even enjoy it at this point ://",1
102,1019883443260252161,1019883443260252161,2018-07-19,93klhyuns,"i feel unproductive n lazy n unmotivated ;;;; i literally lost interest in things i used to like i feel like doing nothing ,, maybe it’s because it’s school break but honestly ive felt like this for a while now nd i dont know if i’m okay  pic.twitter.com/FvurrWEf2k",[],"i feel unproductive n lazy n unmotivated ;;;; i literally lost interest in things i used to like i feel like doing nothing ,, maybe it’s because it’s school break but honestly ive felt like this for a while now nd i dont know if i’m okay  pic.twitter.com/FvurrWEf2k",1
103,1019697279786278914,1019697279786278914,2018-07-19,lost__loki,"Do whatever you want.
I couldn't care less whether it involves me or not.
Just losing interest, among other things.
And keeping my mental health in balance is all that matters.

Otherwise I don't fucking know what I'm doing here anymore...",[],"Do whatever you want.
I couldn't care less whether it involves me or not.
Just losing interest, among other things.
And keeping my mental health in balance is all that matters.

Otherwise I don't fucking know what I'm doing here anymore...",1
104,1019345798130208768,1019345798130208768,2018-07-18,mona_abofatma,"""I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away.""",[],"""I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away.""",1
106,1016431385148575744,1016431385148575744,2018-07-10,zaalshamsi,"I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away",[],"I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away",1
107,1016035589727117312,1016035589727117312,2018-07-08,steenbekeeee,"“I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away.”",[],"“I lost interest in everything, you know? All the things I used to love doing, I haven’t done them in months. Major pieces of me are missing and no one even sees that I’m fading away.”",1
109,1015329253548687360,1015329253548687360,2018-07-06,thevicatienza,"The truth is I don't know what to do with my life anymore. I'm such a fucking uninspired mess right now. I don't know what I want to do. I've lost interest in everything, even the things I used to love doing.",[],"The truth is I don't know what to do with my life anymore. I'm such a fucking uninspired mess right now. I don't know what I want to do. I've lost interest in everything, even the things I used to love doing.",1
110,1014722140543713280,1014398895609163777,2018-07-05,lightsinheritor,"you are not only extremely boring, but i have lost all interest in these little intermissions, and anyone saying that hussie was a ""master troll"" in doing little RANDOM LULZ things like this make me...

just kind of sad really because i was one of those people once upon a time  pic.twitter.com/ZP4sIBTali",[],"you are not only extremely boring, but i have lost all interest in these little intermissions, and anyone saying that hussie was a ""master troll"" in doing little RANDOM LULZ things like this make me...

just kind of sad really because i was one of those people once upon a time  pic.twitter.com/ZP4sIBTali",1
112,1008723457750622208,1008723457750622208,2018-06-18,almariomaurine,Lost interest in all the things I even loved doing before. 😩,[],Lost interest in all the things I even loved doing before. 😩,1
113,1007826057662169088,1007826057662169088,2018-06-16,jitsix,"i have no appetite, lost interest in my hobbies, im sad for a reason i cant figure out, im avoiding everyone, and went from being out doing things to just staying inside all day. yikes....",[],"i have no appetite, lost interest in my hobbies, im sad for a reason i cant figure out, im avoiding everyone, and went from being out doing things to just staying inside all day. yikes....",1
115,1007322490165776384,1007322490165776384,2018-06-14,marnqobn,"It sucks that over the years I have lost interest in the things I used to enjoy doing. Sex, football, going out etc",[],"It sucks that over the years I have lost interest in the things I used to enjoy doing. Sex, football, going out etc",1
116,1007253559933480966,1007253559933480966,2018-06-14,giezel03,"I really lost interest in a lot of things since I lost my mom. Baking, cooking, and other stuff I loved doing before. I hope I'll find a way to regain the passion left behind.",[],"I really lost interest in a lot of things since I lost my mom. Baking, cooking, and other stuff I loved doing before. I hope I'll find a way to regain the passion left behind.",1
