,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
3953,20454622079,20454400552,2010-08-06,absentdm,@blindgeekuk oh right dm yes to computer players not a chance I struggle to keep my attention now,[],@blindgeekuk oh right dm yes to computer players not a chance I struggle to keep my attention now,1
3955,3331268195,3331268195,2009-08-15,st_scotty,just kinda laid in bed.im gonna struggle tonight.lots of coffee and walking up and down.at least i have a phone tonight to keep my attention,[],just kinda laid in bed.im gonna struggle tonight.lots of coffee and walking up and down.at least i have a phone tonight to keep my attention,1
3956,2205039349,2205039349,2009-06-17,ritchiek3000,Soccer really struggles to keep my attention even when I have bets on it..   Exact score 1-1 or 1-0 AUS!,[],Soccer really struggles to keep my attention even when I have bets on it..   Exact score 1-1 or 1-0 AUS!,1
3957,1679148706,1679148706,2009-05-02,mrrobgoodwin,"Sometimes I feel like Lee's in a constant struggle to keep my attention focused on HOW instead of UFC/BS3/other TLA's, lol",[],"Sometimes I feel like Lee's in a constant struggle to keep my attention focused on HOW instead of UFC/BS3/other TLA's, lol",1
3958,1629390645,1629390645,2009-04-27,markhallcc,Reagan and Georgia struggle to keep my attention in this staff meeting. But I will not be bound!!!!,[],Reagan and Georgia struggle to keep my attention in this staff meeting. But I will not be bound!!!!,1
3959,1168878911,1168878911,2009-02-02,kmwrather,I find hour long episodes a struggle to keep my attention.,[],I find hour long episodes a struggle to keep my attention.,1
3961,1079883698592534529,1079883698592534529,2019-01-01,mysticalpanda88,My last tweet of 2018 will be this. I would be better off dead and I wish I would die tonight so I wouldn't have to go through another year alone. ,['#bye'],My last tweet of 2018 will be this. I would be better off dead and I wish I would die tonight so I wouldn't have to go through another year alone. #bye,1
3963,1079633159900168193,1079633159900168193,2018-12-31,blackheart_opus,"They don't care like they say they do, nobody does. I shouldn't let myself get close to anyone, im afraid of my own feelings and how they'll drive them away, yet I'm driven away anyway. They don't want anything to do with me, why? Would I be better off dead. Still wouldn't care",[],"They don't care like they say they do, nobody does. I shouldn't let myself get close to anyone, im afraid of my own feelings and how they'll drive them away, yet I'm driven away anyway. They don't want anything to do with me, why? Would I be better off dead. Still wouldn't care",1
3965,1079540179378020352,1079540067868295171,2018-12-31,bonkrzz1018,"I’m sorry for all the times I made you feel like you’d be better off dead, like other people would be better off if you were dead. I’m sorry for making you believe you were worthless. I’m sorry for making you think you were lesser than.",[],"I’m sorry for all the times I made you feel like you’d be better off dead, like other people would be better off if you were dead. I’m sorry for making you believe you were worthless. I’m sorry for making you think you were lesser than.",1
3967,1079437879389106178,1079437879389106178,2018-12-30,retta_newell2,I wish I could kill myself instead I would be better off dead,[],I wish I could kill myself instead I would be better off dead,1
3968,1079411308754337793,1079411308754337793,2018-12-30,midnightkolrath,"So I thought about why Goro shot the door EVEN THOUGH he shot the cognition

He was likely still in the mindset that he would prefer to be better off dead than anything else. He acknowledges he was in too deep so he closed himself off...literally.",[],"So I thought about why Goro shot the door EVEN THOUGH he shot the cognition

He was likely still in the mindset that he would prefer to be better off dead than anything else. He acknowledges he was in too deep so he closed himself off...literally.",1
3969,1079116603399254016,1079116603399254016,2018-12-29,bobbyelismith,"can me, tony and qrow start a ‘i feel like a burden to everyone and probably would be better off dead’ club anyone else is free to join we’ll meet every saturday at 4pm",[],"can me, tony and qrow start a ‘i feel like a burden to everyone and probably would be better off dead’ club anyone else is free to join we’ll meet every saturday at 4pm",1
3970,1079086334239825920,1079086334239825920,2018-12-29,cristxlroses,MAYBE I'M BETTER OFF DEAD IF I WAS WOULD IT FINALLY BE ENOUGH TO SHUT UP ALL THE VOICES IN MY HEAD,[],MAYBE I'M BETTER OFF DEAD IF I WAS WOULD IT FINALLY BE ENOUGH TO SHUT UP ALL THE VOICES IN MY HEAD,1
3971,1078982403010379776,1078982403010379776,2018-12-29,twinkfloyd_,i think i would be better off dead,[],i think i would be better off dead,1
3972,1078835749804539904,1078835749804539904,2018-12-29,breakdownmami,"I’m sorry if my stress and anxieties make you uncomfortable, but let’s for one second think of how I am feeling. My cynicism and jokes full of dark humor, are the only ways that I am able to cope with the fact that I literally feel like I would be better off dead, so fuck you.",[],"I’m sorry if my stress and anxieties make you uncomfortable, but let’s for one second think of how I am feeling. My cynicism and jokes full of dark humor, are the only ways that I am able to cope with the fact that I literally feel like I would be better off dead, so fuck you.",1
3973,1078826757770395648,1078826757770395648,2018-12-29,guariscohannah,"sometimes I feel like i’d be better off dead, I feel like that would relieve so many people’s life’s.",[],"sometimes I feel like i’d be better off dead, I feel like that would relieve so many people’s life’s.",1
3977,1078464365253160961,1078464365253160961,2018-12-28,sparksofafly,"maybe I'm better off dead, if I was would it finally be enough",[],"maybe I'm better off dead, if I was would it finally be enough",1
3978,1078448241203662849,1078448241203662849,2018-12-28,a8bitdemon,I swear im fucking useless and would be better off dead,[],I swear im fucking useless and would be better off dead,1
3980,1078274752928718852,1078273991159304192,2018-12-27,ellixlife,"I know your mind is telling you that you would be better off dead, but your mind is a damn fucking liar! 💕
IF someone deserves to be on this planet, it's YOU! U r so kind, so beautiful, so strong, so full of love & light. Maybe not to urself but u made so many ppl feel better.🤗",[],"I know your mind is telling you that you would be better off dead, but your mind is a damn fucking liar! 💕
IF someone deserves to be on this planet, it's YOU! U r so kind, so beautiful, so strong, so full of love & light. Maybe not to urself but u made so many ppl feel better.🤗",1
3981,1078099842696503296,1078099842696503296,2018-12-27,flyawaysabrina,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!
Did you hear a word
Hear a word I said?
This is not where I belong
You're gonna miss me when I'm gone",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!
Did you hear a word
Hear a word I said?
This is not where I belong
You're gonna miss me when I'm gone",1
3983,1077900681133072384,1077900681133072384,2018-12-26,ppwata,I have a buddy who recently survived testicular cancer. He is now being sued by the medical companies because he was out of work. Financially he would literally be better off dead. A step brother who has epilepsy. That can’t afford medicine. Build the wall you blind idiots.,[],I have a buddy who recently survived testicular cancer. He is now being sued by the medical companies because he was out of work. Financially he would literally be better off dead. A step brother who has epilepsy. That can’t afford medicine. Build the wall you blind idiots.,1
3984,1077746963683004416,1077746963683004416,2018-12-26,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
3986,1077561195492630528,1077561195492630528,2018-12-25,cosmicgerardway,yknow when you raise a genuine point n u just get called a good for nothing angsty teen who would be better off dead Yeah that. is why. i am Not. leaving this room,[],yknow when you raise a genuine point n u just get called a good for nothing angsty teen who would be better off dead Yeah that. is why. i am Not. leaving this room,1
3987,1077389839199285249,1077389839199285249,2018-12-25,scene2003,"You guessed it, I am trying to work out what next year, actually means to me, and whether or not I would be better off dead, and if not, what I am going to do, actually.",[],"You guessed it, I am trying to work out what next year, actually means to me, and whether or not I would be better off dead, and if not, what I am going to do, actually.",1
3989,1077203383100919809,1077203383100919809,2018-12-24,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
3990,1077079333854949376,1077079333854949376,2018-12-24,plushskz,I really would be better off dead.,[],I really would be better off dead.,1
3993,1076726435174334465,1076726435174334465,2018-12-23,dw_stover,"“Your  is at an unholy level.”
“So be it. I don’t care anymore. I have fun doing what I do.”
“People like you will be the downfall of this planet.”
“Well with people like you walking around, I think the world would be better off dead.”#
 ","['#ignorance', '#vss365', '#prompt']","“Your #ignorance is at an unholy level.”
“So be it. I don’t care anymore. I have fun doing what I do.”
“People like you will be the downfall of this planet.”
“Well with people like you walking around, I think the world would be better off dead.”#
#vss365 #prompt",1
3999,1076260190494908417,1076260186782908416,2018-12-22,cheylittledoll,"worthless and unneeded, to the point where she thinks she be better off dead?
or maybe youre talking about the moment they took away my things and told me they would give them back,Just to throw them away behind my back and never tell me? to the point where I have to find out",[],"worthless and unneeded, to the point where she thinks she be better off dead?
or maybe youre talking about the moment they took away my things and told me they would give them back,Just to throw them away behind my back and never tell me? to the point where I have to find out",1
4000,1076086218960629760,1076086218960629760,2018-12-21,kythlysh,Maybe I'm better off dead if I was would it ever be enough? 🎶,[],Maybe I'm better off dead if I was would it ever be enough? 🎶,1
4001,1075797681061146624,1075797681061146624,2018-12-20,chuckwendig,"True story about BETTER OFF DEAD -- we had a VCR growing up but no cable, so I'd have my cousin record random movies on VHS and that would be my way to watch movies. First one was BETTER OFF DEAD and I suspect I watched that movie about 200 times. A formative flick for me.",[],"True story about BETTER OFF DEAD -- we had a VCR growing up but no cable, so I'd have my cousin record random movies on VHS and that would be my way to watch movies. First one was BETTER OFF DEAD and I suspect I watched that movie about 200 times. A formative flick for me.",1
4002,1075676750384816128,1075676750384816128,2018-12-20,jeromeromeeeee,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!",1
4003,1075585706653671424,1075585706653671424,2018-12-20,cjbernar,"""Maybe I'm better off dead. If I was, would it finally be enough to shut out all those voices in my head?""",[],"""Maybe I'm better off dead. If I was, would it finally be enough to shut out all those voices in my head?""",1
4006,1075427652876390400,1075427652876390400,2018-12-19,nxckacruz,"Maybe I'm better off dead, if I was would it finally be enough to shut out all those voices in my head?",[],"Maybe I'm better off dead, if I was would it finally be enough to shut out all those voices in my head?",1
4007,1075426062102753280,1075426062102753280,2018-12-19,bradfordapduhan,"Maybe I’m better off dead
If I was would I finally be enough ?",[],"Maybe I’m better off dead
If I was would I finally be enough ?",1
4010,1075270711713914880,1075269645941334016,2018-12-19,pinkproletariat,"ME:  You know why this is abusive?  Because when you talk to me like this, it makes me think that if someone who loved and understood me could treat me this way, then who wouldn't?  It makes me feel like a burden in this world and that I would be better off dead.",[],"ME:  You know why this is abusive?  Because when you talk to me like this, it makes me think that if someone who loved and understood me could treat me this way, then who wouldn't?  It makes me feel like a burden in this world and that I would be better off dead.",1
4011,1075231036450226176,1075231036450226176,2018-12-19,mynameisyeppy,I'm not being dramatic when i say i would be better off dead,[],I'm not being dramatic when i say i would be better off dead,1
4012,1075046567638429700,1075046567638429700,2018-12-18,siytherinarry,maybe I'm better off dead if I was would it finally be enough to shut out all those voices in my head?,[],maybe I'm better off dead if I was would it finally be enough to shut out all those voices in my head?,1
4013,1074975847310798849,1074975847310798849,2018-12-18,bangrii_,"maybe I'm better off dead
if I was would it finally be enough
to shut out all those voices in my head?",[],"maybe I'm better off dead
if I was would it finally be enough
to shut out all those voices in my head?",1
4014,1074923351909384192,1074923351909384192,2018-12-18,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4015,1074893215948517376,1074893215948517376,2018-12-18,xoartiexo,"maybe i'm better off dead 
if i was would it finally be enough 
to shut out all those voices in my head?",[],"maybe i'm better off dead 
if i was would it finally be enough 
to shut out all those voices in my head?",1
4017,1074762863066136576,1074754534499606530,2018-12-17,samara28498653,Hey! No no nop you are NOT better off dead no one wants that. Why would you think that? And hell no dont you DARE take up a blade again. We all love and appreciate you so very much please don't think like that. I love you very VERY much and i will be sad if you think-,[],Hey! No no nop you are NOT better off dead no one wants that. Why would you think that? And hell no dont you DARE take up a blade again. We all love and appreciate you so very much please don't think like that. I love you very VERY much and i will be sad if you think-,1
4018,1074758598918529024,1074758598918529024,2018-12-17,becaboots,another day i would be better off dead 🤘🏽,[],another day i would be better off dead 🤘🏽,1
4019,1074670713179648001,1074670713179648001,2018-12-17,walkden_ben,Weird to think that i believe i would be better off dead...🙁,[],Weird to think that i believe i would be better off dead...🙁,1
4020,1074608593205252096,1074608593205252096,2018-12-17,afmontemayoooor,"maybe im better off dead, if i was would it finally be enough",[],"maybe im better off dead, if i was would it finally be enough",1
4021,1074542787222228992,1074542787222228992,2018-12-17,98_wajeed,"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",[],"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",1
4022,1074460670140112896,1074460670140112896,2018-12-17,itsme_vinci,"Maybe I'm better off dead! If I was, would it finally be enough~",[],"Maybe I'm better off dead! If I was, would it finally be enough~",1
4023,1074424715685416960,1074424715685416960,2018-12-17,sayljpitall,"I always feel like I am a mistake and I can't shale the feeling off cause I am starting to believe that nobody needs me here, I sometimes think that I would be better off dead, but then I remember the boys and I stay strong for them",[],"I always feel like I am a mistake and I can't shale the feeling off cause I am starting to believe that nobody needs me here, I sometimes think that I would be better off dead, but then I remember the boys and I stay strong for them",1
4024,1074404453204119552,1074404453204119552,2018-12-16,lloydmataba,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!
Did you hear a word
Hear a word I said?
This is not where I belong
You're gonna miss me when I'm gone
Gone, gone.",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
Better off dead!
Did you hear a word
Hear a word I said?
This is not where I belong
You're gonna miss me when I'm gone
Gone, gone.",1
4025,1074367067715846144,1074367067715846144,2018-12-16,charmshot,"tenma like like age 28 mid panic attack to a little boy he thought was in a coma: these people would be better off dead

that little boy: oh on god? i got you king",[],"tenma like like age 28 mid panic attack to a little boy he thought was in a coma: these people would be better off dead

that little boy: oh on god? i got you king",1
4027,1074330565908811777,1074330565908811777,2018-12-16,cshir_sapkota,"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",[],"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",1
4028,1074330268998209541,1074330268998209541,2018-12-16,vvangone,"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",[],"To all the voices
inside my head
telling me
I would be
better off dead:
Fuck You",1
4029,1074125408268824576,1074125408268824576,2018-12-16,lilyslylics,"All fall down!
『it's time to leave.』
I think You would be better off dead.
Apple is red yet taste is green meen seen.

【ライムライト　蜂屋ななし】",[],"All fall down!
『it's time to leave.』
I think You would be better off dead.
Apple is red yet taste is green meen seen.

【ライムライト　蜂屋ななし】",1
4030,1073867685924990976,1073867685924990976,2018-12-15,qls_808,"Reasons Why Animals Are The Best:

Woke up at 10pm, nothing to eat or drink, fell into a ""Fuck the world, I have no purpose & would be better off dead"" hole...

...& by being w/my 🐶 Hana & seeing cute beings here, I am hopeful again. Thank you God, for making all teh Bibbys. 💗",[],"Reasons Why Animals Are The Best:

Woke up at 10pm, nothing to eat or drink, fell into a ""Fuck the world, I have no purpose & would be better off dead"" hole...

...& by being w/my 🐶 Hana & seeing cute beings here, I am hopeful again. Thank you God, for making all teh Bibbys. 💗",1
4032,1073789605336543232,1073789605336543232,2018-12-15,beemovie_botbot,It's just coffee. I thought their lives would be better off dead.,[],It's just coffee. I thought their lives would be better off dead.,1
4033,1073773726141796357,1073773726141796357,2018-12-15,j0ltron,"i don't care how angry you are, don't you dare let me see you saying shiro should have ""stayed dead"" or would be better off dead than get this ending. fuck completely and fully off with that bullshit. use your fucking 𝐛𝐫𝐚𝐢𝐧",[],"i don't care how angry you are, don't you dare let me see you saying shiro should have ""stayed dead"" or would be better off dead than get this ending. fuck completely and fully off with that bullshit. use your fucking 𝐛𝐫𝐚𝐢𝐧",1
4035,1073765007286890496,1073765007286890496,2018-12-15,ranomatiin,"I never wanted to be better than my friends
I just wanted to prove wrong the people in my head
The ones who told me I'd be better off dead
The ones who told me that I would never win",[],"I never wanted to be better than my friends
I just wanted to prove wrong the people in my head
The ones who told me I'd be better off dead
The ones who told me that I would never win",1
4037,1073681703070302208,1073681703070302208,2018-12-14,miaa23699,"How come no one heard her when she said
Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",[],"How come no one heard her when she said
Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",1
4038,1073571173223591937,1073571173223591937,2018-12-14,jeroandrada2,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
This is not were I belong.

- Better Off Dead ( Sleeping with Sirens)",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
This is not were I belong.

- Better Off Dead ( Sleeping with Sirens)",1
4039,1073420952619216896,1073420952619216896,2018-12-14,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4040,1073389129717542912,1073389129717542912,2018-12-14,cocomonsterrr,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",1
4043,1073122212570222592,1073122212570222592,2018-12-13,sphecoid,"im writing this tweet to formally acknowledge that i can talk shit about percys plans being the worst all i want, but my ""backseat gamer"" plan would honestly just be ""have scanlan persuade the dragons through conversation that theyre better off dead""",[],"im writing this tweet to formally acknowledge that i can talk shit about percys plans being the worst all i want, but my ""backseat gamer"" plan would honestly just be ""have scanlan persuade the dragons through conversation that theyre better off dead""",1
4044,1072782072001912833,1072782072001912833,2018-12-12,teriyakatsu,MAYBEE IM BETTER OFF DEAD IF I WAS WOULD IT FINALLYY BE ENOUGHH TO SHUT OUT ALL THOSE VOICESS IN MY HEAD !!!!!,[],MAYBEE IM BETTER OFF DEAD IF I WAS WOULD IT FINALLYY BE ENOUGHH TO SHUT OUT ALL THOSE VOICESS IN MY HEAD !!!!!,1
4045,1072726387574767616,1072726387574767616,2018-12-12,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4046,1072595569749749760,1072595569749749760,2018-12-11,lea_paya,"All she wanted was to be enough
So what does it take?
Maybe it's not too late
Yeah no one heard her when she said
Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",[],"All she wanted was to be enough
So what does it take?
Maybe it's not too late
Yeah no one heard her when she said
Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?",1
4048,1072356466567340032,1072356466567340032,2018-12-11,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4049,1072335128683274240,1072335128683274240,2018-12-11,glenbrookemama,"On  I remember the precious girl I'll never hold because abortion is legal & females (and males) have been exploited to believe lies that ""the baby would be better off dead"" than (fill in the blank: cause me a setback or scandal.)
So many babies we've murdered...",['#humanrightsday'],"On #HumanRightsDay I remember the precious girl I'll never hold because abortion is legal & females (and males) have been exploited to believe lies that ""the baby would be better off dead"" than (fill in the blank: cause me a setback or scandal.)
So many babies we've murdered...",1
4051,1072204825847361536,1072204825847361536,2018-12-10,badflowerally,"Maybe I'm better off dead
If I was, would it finally be enough..",[],"Maybe I'm better off dead
If I was, would it finally be enough..",1
4053,1072108111534518272,1072108111534518272,2018-12-10,daanieldlcrz,"Maybe I'm better off dead 
If I was would it finally be enough 
To shut out all those voices in my head?",[],"Maybe I'm better off dead 
If I was would it finally be enough 
To shut out all those voices in my head?",1
4054,1071942302954713088,1071942302954713088,2018-12-10,desireejohnsonl,"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
better off dead!",[],"Maybe I'm better off dead
If I was would it finally be enough
To shut out all those voices in my head?
Maybe I'm better off dead
better off dead!",1
4055,1071905222656692225,1071905222656692225,2018-12-10,sadthou82277445,I just feel like no one likes me as much as I like them and that I would genuinely be better off dead because I’m not ever going to find anybody who will love me and I won’t ever love myself,[],I just feel like no one likes me as much as I like them and that I would genuinely be better off dead because I’m not ever going to find anybody who will love me and I won’t ever love myself,1
4059,1071530659544473602,1071530659544473602,2018-12-09,rmfards,"maybe im better off dead,
if i was would it finally be enough? 🎵",[],"maybe im better off dead,
if i was would it finally be enough? 🎵",1
4060,1071453549500948480,1071453549500948480,2018-12-08,dessdemi,"Maybe i’m better off dead
If I was would it finally be enough",[],"Maybe i’m better off dead
If I was would it finally be enough",1
4061,1071374190207361025,1071374190207361025,2018-12-08,girlieparaiso,"maybe im better off dead , if i was would it finally be enough",[],"maybe im better off dead , if i was would it finally be enough",1
4062,1071274523150807040,1071274523150807040,2018-12-08,janinginmoko,"And once again, my demons are screaming that I'm better off dead. Would it really be better?",[],"And once again, my demons are screaming that I'm better off dead. Would it really be better?",1
4063,1071257012397174784,1071257012397174784,2018-12-08,asdfghjkeithl,"maybe im better off dead. if i was, would it finally be enough?",[],"maybe im better off dead. if i was, would it finally be enough?",1
4064,1071231911534710784,1071231911534710784,2018-12-08,tiadroppsu,"vent // chikavent
i swear to god i would be better off dead just let my house collapse on top of me for the love of God",[],"vent // chikavent
i swear to god i would be better off dead just let my house collapse on top of me for the love of God",1
4065,1071171117899907072,1071171117899907072,2018-12-08,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4067,1071085245179383808,1071085245179383808,2018-12-07,thatsempiternal,"maybe im better off dead.
if i was, would it finally be enough to shut out all those voices in my head?",[],"maybe im better off dead.
if i was, would it finally be enough to shut out all those voices in my head?",1
4068,1071046357593612288,1071046357593612288,2018-12-07,_mochachino_,I would 100% be better off dead,[],I would 100% be better off dead,1
4069,1071037025804083201,1071037025804083201,2018-12-07,_superdupercute,"Maybe I'm better off dead, if I was I would it finally be enough, to shut out all those voices in my head?",[],"Maybe I'm better off dead, if I was I would it finally be enough, to shut out all those voices in my head?",1
4070,1070525777853276160,1070525777853276160,2018-12-06,psycha_sykes,I think i would be better off dead,[],I think i would be better off dead,1
4072,1070469857504825345,1070469857504825345,2018-12-06,rhislanders,"I'd be better off dead

It's not like people would care or anything...",[],"I'd be better off dead

It's not like people would care or anything...",1
4073,1070348907383848961,1070348907383848961,2018-12-05,massacretitty,Tbqh the fear mongering of anti-vaxxers over autism proves you think your kid would be better off dead than autistic. To which I say FUCK YOU,[],Tbqh the fear mongering of anti-vaxxers over autism proves you think your kid would be better off dead than autistic. To which I say FUCK YOU,1
4074,1070307893084336130,1070307893084336130,2018-12-05,deadpoetsx,"maybe I'm better off dead, if I was, would it finally be enough to shut up all those voices in my head",[],"maybe I'm better off dead, if I was, would it finally be enough to shut up all those voices in my head",1
4076,1070272715586646016,1070272715586646016,2018-12-05,nanakibot_,I think I would be better off dead.,[],I think I would be better off dead.,1
4079,1070015723085283328,1070015723085283328,2018-12-04,becaboots,i wonder if there will ever be a day where i am able to sleep without being drunk or a day where i would be better off dead,[],i wonder if there will ever be a day where i am able to sleep without being drunk or a day where i would be better off dead,1
4081,1069939546563862529,1069939546563862529,2018-12-04,arvlbncy,"Maybe I'm better off dead, if I was would it finally be enough?",[],"Maybe I'm better off dead, if I was would it finally be enough?",1
4083,1069848821755076609,1069835329224376320,2018-12-04,mukurock_25,"中盤の英語言えたらもう完璧
I think you would be better off dead
が言えたらもうクリアやのにむずすぎ。",[],"中盤の英語言えたらもう完璧
I think you would be better off dead
が言えたらもうクリアやのにむずすぎ。",1
4084,1069846865187749888,1069835329224376320,2018-12-04,mukurock_25,"中盤の英語がまじむずい。
I think you would be better off dead
が言いにくすぎwww",[],"中盤の英語がまじむずい。
I think you would be better off dead
が言いにくすぎwww",1
